   Time             I1                VP1               V3              
 8.074800000E-001  3.710930420E+000  3.723467455E+000  4.998508648E-001 
 8.074900000E-001  3.716886921E+000  3.723169690E+000  4.998508630E-001 
 8.075000000E-001  3.722866991E+000  3.722870714E+000  4.998508611E-001 
 8.075100000E-001  3.728847029E+000  3.722571706E+000  4.998508593E-001 
 8.075200000E-001  3.734803436E+000  3.722273848E+000  4.998508574E-001 
 8.075300000E-001  3.740712704E+000  3.721978313E+000  4.998508556E-001 
 8.075400000E-001  3.746551511E+000  3.721686270E+000  4.998508537E-001 
 8.075500000E-001  3.752296816E+000  3.721398869E+000  4.998508519E-001 
 8.075600000E-001  3.757925943E+000  3.721117246E+000  4.998508500E-001 
 8.075700000E-001  3.763416677E+000  3.720842512E+000  4.998508482E-001 
 8.075800000E-001  3.768747349E+000  3.720575751E+000  4.998508463E-001 
 8.075900000E-001  3.773896921E+000  3.720318016E+000  4.998508444E-001 
 8.076000000E-001  3.778845070E+000  3.720070323E+000  4.998508425E-001 
 8.076100000E-001  3.783572267E+000  3.719833652E+000  4.998508407E-001 
 8.076200000E-001  3.788059857E+000  3.719608935E+000  4.998508388E-001 
 8.076300000E-001  3.792290130E+000  3.719397060E+000  4.998508369E-001 
 8.076400000E-001  3.796246390E+000  3.719198862E+000  4.998508350E-001 
 8.076500000E-001  3.799913023E+000  3.719015124E+000  4.998508332E-001 
 8.076600000E-001  3.803275561E+000  3.718846571E+000  4.998508313E-001 
 8.076700000E-001  3.806320730E+000  3.718693869E+000  4.998508294E-001 
 8.076800000E-001  3.809036515E+000  3.718557619E+000  4.998508275E-001 
 8.076900000E-001  3.811412197E+000  3.718438359E+000  4.998508256E-001 
 8.077000000E-001  3.813438399E+000  3.718336561E+000  4.998508237E-001 
 8.077100000E-001  3.815107127E+000  3.718252626E+000  4.998508218E-001 
 8.077200000E-001  3.816411794E+000  3.718186885E+000  4.998508199E-001 
 8.077300000E-001  3.817347251E+000  3.718139598E+000  4.998508180E-001 
 8.077400000E-001  3.817909806E+000  3.718110951E+000  4.998508161E-001 
 8.077500000E-001  3.818097239E+000  3.718101057E+000  4.998508142E-001 
 8.077600000E-001  3.817908811E+000  3.718109956E+000  4.998508124E-001 
 8.077700000E-001  3.817345265E+000  3.718137612E+000  4.998508105E-001 
 8.077800000E-001  3.816408825E+000  3.718183916E+000  4.998508086E-001 
 8.077900000E-001  3.815103187E+000  3.718248685E+000  4.998508067E-001 
 8.078000000E-001  3.813433503E+000  3.718331665E+000  4.998508048E-001 
 8.078100000E-001  3.811406364E+000  3.718432526E+000  4.998508029E-001 
 8.078200000E-001  3.809029768E+000  3.718550872E+000  4.998508010E-001 
 8.078300000E-001  3.806313097E+000  3.718686235E+000  4.998507991E-001 
 8.078400000E-001  3.803267070E+000  3.718838080E+000  4.998507972E-001 
 8.078500000E-001  3.799903710E+000  3.719005810E+000  4.998507953E-001 
 8.078600000E-001  3.796236290E+000  3.719188761E+000  4.998507935E-001 
 8.078700000E-001  3.792279283E+000  3.719386212E+000  4.998507916E-001 
 8.078800000E-001  3.788048306E+000  3.719597383E+000  4.998507897E-001 
 8.078900000E-001  3.783560058E+000  3.719821442E+000  4.998507878E-001 
 8.079000000E-001  3.778832250E+000  3.720057503E+000  4.998507859E-001 
 8.079100000E-001  3.773883541E+000  3.720304635E+000  4.998507841E-001 
 8.079200000E-001  3.768733463E+000  3.720561863E+000  4.998507822E-001 
 8.079300000E-001  3.763402339E+000  3.720828172E+000  4.998507803E-001 
 8.079400000E-001  3.757911209E+000  3.721102511E+000  4.998507784E-001 
 8.079500000E-001  3.752281744E+000  3.721383796E+000  4.998507766E-001 
 8.079600000E-001  3.746536161E+000  3.721670919E+000  4.998507747E-001 
 8.079700000E-001  3.740697136E+000  3.721962745E+000  4.998507729E-001 
 8.079800000E-001  3.734787712E+000  3.722258123E+000  4.998507710E-001 
 8.079900000E-001  3.728831211E+000  3.722555887E+000  4.998507692E-001 
 8.080000000E-001  3.722851141E+000  3.722854863E+000  4.998507673E-001 
 8.080100000E-001  3.716871102E+000  3.723153870E+000  4.998507655E-001 
 8.080200000E-001  3.710914695E+000  3.723451728E+000  4.998507636E-001 
 8.080300000E-001  3.705005426E+000  3.723747262E+000  4.998507618E-001 
 8.080400000E-001  3.699166618E+000  3.724039305E+000  4.998507599E-001 
 8.080500000E-001  3.693421313E+000  3.724326705E+000  4.998507581E-001 
 8.080600000E-001  3.687792185E+000  3.724608328E+000  4.998507563E-001 
 8.080700000E-001  3.682301450E+000  3.724883061E+000  4.998507544E-001 
 8.080800000E-001  3.676970778E+000  3.725149822E+000  4.998507526E-001 
 8.080900000E-001  3.671821206E+000  3.725407556E+000  4.998507508E-001 
 8.081000000E-001  3.666873056E+000  3.725655248E+000  4.998507490E-001 
 8.081100000E-001  3.662145858E+000  3.725891919E+000  4.998507472E-001 
 8.081200000E-001  3.657658267E+000  3.726116635E+000  4.998507453E-001 
 8.081300000E-001  3.653427994E+000  3.726328510E+000  4.998507435E-001 
 8.081400000E-001  3.649471734E+000  3.726526707E+000  4.998507417E-001 
 8.081500000E-001  3.645805100E+000  3.726710444E+000  4.998507399E-001 
 8.081600000E-001  3.642442562E+000  3.726878997E+000  4.998507381E-001 
 8.081700000E-001  3.639397392E+000  3.727031699E+000  4.998507363E-001 
 8.081800000E-001  3.636681607E+000  3.727167948E+000  4.998507345E-001 
 8.081900000E-001  3.634305924E+000  3.727287207E+000  4.998507327E-001 
 8.082000000E-001  3.632279721E+000  3.727389004E+000  4.998507309E-001 
 8.082100000E-001  3.630610992E+000  3.727472939E+000  4.998507291E-001 
 8.082200000E-001  3.629306325E+000  3.727538679E+000  4.998507273E-001 
 8.082300000E-001  3.628370868E+000  3.727585966E+000  4.998507255E-001 
 8.082400000E-001  3.627808312E+000  3.727614613E+000  4.998507237E-001 
 8.082500000E-001  3.627620878E+000  3.727624506E+000  4.998507219E-001 
 8.082600000E-001  3.627809306E+000  3.727615606E+000  4.998507201E-001 
 8.082700000E-001  3.628372851E+000  3.727587950E+000  4.998507183E-001 
 8.082800000E-001  3.629309291E+000  3.727541645E+000  4.998507165E-001 
 8.082900000E-001  3.630614929E+000  3.727476875E+000  4.998507147E-001 
 8.083000000E-001  3.632284611E+000  3.727393896E+000  4.998507129E-001 
 8.083100000E-001  3.634311750E+000  3.727293034E+000  4.998507111E-001 
 8.083200000E-001  3.636688346E+000  3.727174687E+000  4.998507093E-001 
 8.083300000E-001  3.639405016E+000  3.727039324E+000  4.998507075E-001 
 8.083400000E-001  3.642451043E+000  3.726887478E+000  4.998507057E-001 
 8.083500000E-001  3.645814402E+000  3.726719748E+000  4.998507038E-001 
 8.083600000E-001  3.649481822E+000  3.726536796E+000  4.998507020E-001 
 8.083700000E-001  3.653438828E+000  3.726339344E+000  4.998507002E-001 
 8.083800000E-001  3.657669804E+000  3.726128173E+000  4.998506984E-001 
 8.083900000E-001  3.662158052E+000  3.725904114E+000  4.998506966E-001 
 8.084000000E-001  3.666885859E+000  3.725668052E+000  4.998506948E-001 
 8.084100000E-001  3.671834567E+000  3.725420919E+000  4.998506930E-001 
 8.084200000E-001  3.676984645E+000  3.725163690E+000  4.998506911E-001 
 8.084300000E-001  3.682315769E+000  3.724897381E+000  4.998506893E-001 
 8.084400000E-001  3.687806898E+000  3.724623042E+000  4.998506875E-001 
 8.084500000E-001  3.693436362E+000  3.724341756E+000  4.998506857E-001 
 8.084600000E-001  3.699181944E+000  3.724054633E+000  4.998506838E-001 
 8.084700000E-001  3.705020969E+000  3.723762806E+000  4.998506820E-001 
 8.084800000E-001  3.710930392E+000  3.723467427E+000  4.998506802E-001 
 8.084900000E-001  3.716886892E+000  3.723169662E+000  4.998506783E-001 
 8.085000000E-001  3.722866963E+000  3.722870686E+000  4.998506765E-001 
 8.085100000E-001  3.728847001E+000  3.722571679E+000  4.998506746E-001 
 8.085200000E-001  3.734803408E+000  3.722273820E+000  4.998506728E-001 
 8.085300000E-001  3.740712676E+000  3.721978285E+000  4.998506709E-001 
 8.085400000E-001  3.746551484E+000  3.721686242E+000  4.998506691E-001 
 8.085500000E-001  3.752296788E+000  3.721398841E+000  4.998506672E-001 
 8.085600000E-001  3.757925915E+000  3.721117218E+000  4.998506654E-001 
 8.085700000E-001  3.763416649E+000  3.720842484E+000  4.998506635E-001 
 8.085800000E-001  3.768747321E+000  3.720575723E+000  4.998506616E-001 
 8.085900000E-001  3.773896893E+000  3.720317988E+000  4.998506598E-001 
 8.086000000E-001  3.778845041E+000  3.720070296E+000  4.998506579E-001 
 8.086100000E-001  3.783572239E+000  3.719833624E+000  4.998506560E-001 
 8.086200000E-001  3.788059829E+000  3.719608907E+000  4.998506541E-001 
 8.086300000E-001  3.792290102E+000  3.719397032E+000  4.998506523E-001 
 8.086400000E-001  3.796246362E+000  3.719198834E+000  4.998506504E-001 
 8.086500000E-001  3.799912996E+000  3.719015096E+000  4.998506485E-001 
 8.086600000E-001  3.803275532E+000  3.718846543E+000  4.998506466E-001 
 8.086700000E-001  3.806320702E+000  3.718693841E+000  4.998506447E-001 
 8.086800000E-001  3.809036487E+000  3.718557591E+000  4.998506428E-001 
 8.086900000E-001  3.811412169E+000  3.718438331E+000  4.998506409E-001 
 8.087000000E-001  3.813438371E+000  3.718336533E+000  4.998506390E-001 
 8.087100000E-001  3.815107099E+000  3.718252598E+000  4.998506372E-001 
 8.087200000E-001  3.816411766E+000  3.718186857E+000  4.998506353E-001 
 8.087300000E-001  3.817347223E+000  3.718139570E+000  4.998506334E-001 
 8.087400000E-001  3.817909778E+000  3.718110923E+000  4.998506315E-001 
 8.087500000E-001  3.818097211E+000  3.718101029E+000  4.998506296E-001 
 8.087600000E-001  3.817908783E+000  3.718109928E+000  4.998506277E-001 
 8.087700000E-001  3.817345237E+000  3.718137584E+000  4.998506258E-001 
 8.087800000E-001  3.816408797E+000  3.718183888E+000  4.998506239E-001 
 8.087900000E-001  3.815103159E+000  3.718248657E+000  4.998506220E-001 
 8.088000000E-001  3.813433475E+000  3.718331637E+000  4.998506201E-001 
 8.088100000E-001  3.811406335E+000  3.718432498E+000  4.998506182E-001 
 8.088200000E-001  3.809029740E+000  3.718550844E+000  4.998506163E-001 
 8.088300000E-001  3.806313069E+000  3.718686207E+000  4.998506144E-001 
 8.088400000E-001  3.803267042E+000  3.718838052E+000  4.998506126E-001 
 8.088500000E-001  3.799903682E+000  3.719005782E+000  4.998506107E-001 
 8.088600000E-001  3.796236261E+000  3.719188733E+000  4.998506088E-001 
 8.088700000E-001  3.792279255E+000  3.719386184E+000  4.998506069E-001 
 8.088800000E-001  3.788048279E+000  3.719597355E+000  4.998506050E-001 
 8.088900000E-001  3.783560030E+000  3.719821414E+000  4.998506031E-001 
 8.089000000E-001  3.778832222E+000  3.720057475E+000  4.998506013E-001 
 8.089100000E-001  3.773883513E+000  3.720304607E+000  4.998505994E-001 
 8.089200000E-001  3.768733435E+000  3.720561835E+000  4.998505975E-001 
 8.089300000E-001  3.763402310E+000  3.720828144E+000  4.998505956E-001 
 8.089400000E-001  3.757911180E+000  3.721102483E+000  4.998505938E-001 
 8.089500000E-001  3.752281716E+000  3.721383768E+000  4.998505919E-001 
 8.089600000E-001  3.746536134E+000  3.721670891E+000  4.998505901E-001 
 8.089700000E-001  3.740697108E+000  3.721962717E+000  4.998505882E-001 
 8.089800000E-001  3.734787684E+000  3.722258095E+000  4.998505863E-001 
 8.089900000E-001  3.728831183E+000  3.722555859E+000  4.998505845E-001 
 8.090000000E-001  3.722851113E+000  3.722854835E+000  4.998505826E-001 
 8.090100000E-001  3.716871074E+000  3.723153842E+000  4.998505808E-001 
 8.090200000E-001  3.710914667E+000  3.723451700E+000  4.998505790E-001 
 8.090300000E-001  3.705005398E+000  3.723747234E+000  4.998505771E-001 
 8.090400000E-001  3.699166590E+000  3.724039277E+000  4.998505753E-001 
 8.090500000E-001  3.693421285E+000  3.724326677E+000  4.998505734E-001 
 8.090600000E-001  3.687792157E+000  3.724608300E+000  4.998505716E-001 
 8.090700000E-001  3.682301422E+000  3.724883033E+000  4.998505698E-001 
 8.090800000E-001  3.676970750E+000  3.725149794E+000  4.998505679E-001 
 8.090900000E-001  3.671821178E+000  3.725407528E+000  4.998505661E-001 
 8.091000000E-001  3.666873028E+000  3.725655220E+000  4.998505643E-001 
 8.091100000E-001  3.662145831E+000  3.725891891E+000  4.998505625E-001 
 8.091200000E-001  3.657658239E+000  3.726116607E+000  4.998505607E-001 
 8.091300000E-001  3.653427966E+000  3.726328482E+000  4.998505589E-001 
 8.091400000E-001  3.649471706E+000  3.726526679E+000  4.998505570E-001 
 8.091500000E-001  3.645805072E+000  3.726710416E+000  4.998505552E-001 
 8.091600000E-001  3.642442534E+000  3.726878969E+000  4.998505534E-001 
 8.091700000E-001  3.639397364E+000  3.727031671E+000  4.998505516E-001 
 8.091800000E-001  3.636681579E+000  3.727167920E+000  4.998505498E-001 
 8.091900000E-001  3.634305896E+000  3.727287179E+000  4.998505480E-001 
 8.092000000E-001  3.632279693E+000  3.727388976E+000  4.998505462E-001 
 8.092100000E-001  3.630610965E+000  3.727472911E+000  4.998505444E-001 
 8.092200000E-001  3.629306297E+000  3.727538651E+000  4.998505426E-001 
 8.092300000E-001  3.628370840E+000  3.727585938E+000  4.998505408E-001 
 8.092400000E-001  3.627808284E+000  3.727614585E+000  4.998505390E-001 
 8.092500000E-001  3.627620850E+000  3.727624478E+000  4.998505372E-001 
 8.092600000E-001  3.627809278E+000  3.727615578E+000  4.998505354E-001 
 8.092700000E-001  3.628372824E+000  3.727587922E+000  4.998505336E-001 
 8.092800000E-001  3.629309263E+000  3.727541617E+000  4.998505318E-001 
 8.092900000E-001  3.630614900E+000  3.727476847E+000  4.998505300E-001 
 8.093000000E-001  3.632284584E+000  3.727393868E+000  4.998505282E-001 
 8.093100000E-001  3.634311723E+000  3.727293006E+000  4.998505264E-001 
 8.093200000E-001  3.636688317E+000  3.727174659E+000  4.998505246E-001 
 8.093300000E-001  3.639404988E+000  3.727039296E+000  4.998505228E-001 
 8.093400000E-001  3.642451014E+000  3.726887450E+000  4.998505210E-001 
 8.093500000E-001  3.645814374E+000  3.726719720E+000  4.998505192E-001 
 8.093600000E-001  3.649481794E+000  3.726536768E+000  4.998505174E-001 
 8.093700000E-001  3.653438800E+000  3.726339316E+000  4.998505156E-001 
 8.093800000E-001  3.657669776E+000  3.726128145E+000  4.998505138E-001 
 8.093900000E-001  3.662158024E+000  3.725904086E+000  4.998505119E-001 
 8.094000000E-001  3.666885831E+000  3.725668024E+000  4.998505101E-001 
 8.094100000E-001  3.671834540E+000  3.725420891E+000  4.998505083E-001 
 8.094200000E-001  3.676984618E+000  3.725163662E+000  4.998505065E-001 
 8.094300000E-001  3.682315741E+000  3.724897353E+000  4.998505047E-001 
 8.094400000E-001  3.687806871E+000  3.724623014E+000  4.998505028E-001 
 8.094500000E-001  3.693436335E+000  3.724341728E+000  4.998505010E-001 
 8.094600000E-001  3.699181916E+000  3.724054605E+000  4.998504992E-001 
 8.094700000E-001  3.705020941E+000  3.723762778E+000  4.998504973E-001 
 8.094800000E-001  3.710930365E+000  3.723467399E+000  4.998504955E-001 
 8.094900000E-001  3.716886865E+000  3.723169634E+000  4.998504937E-001 
 8.095000000E-001  3.722866935E+000  3.722870658E+000  4.998504918E-001 
 8.095100000E-001  3.728846973E+000  3.722571651E+000  4.998504900E-001 
 8.095200000E-001  3.734803380E+000  3.722273792E+000  4.998504881E-001 
 8.095300000E-001  3.740712648E+000  3.721978257E+000  4.998504863E-001 
 8.095400000E-001  3.746551455E+000  3.721686214E+000  4.998504844E-001 
 8.095500000E-001  3.752296760E+000  3.721398813E+000  4.998504825E-001 
 8.095600000E-001  3.757925887E+000  3.721117190E+000  4.998504807E-001 
 8.095700000E-001  3.763416621E+000  3.720842456E+000  4.998504788E-001 
 8.095800000E-001  3.768747293E+000  3.720575695E+000  4.998504770E-001 
 8.095900000E-001  3.773896865E+000  3.720317960E+000  4.998504751E-001 
 8.096000000E-001  3.778845013E+000  3.720070268E+000  4.998504732E-001 
 8.096100000E-001  3.783572211E+000  3.719833596E+000  4.998504713E-001 
 8.096200000E-001  3.788059801E+000  3.719608879E+000  4.998504695E-001 
 8.096300000E-001  3.792290074E+000  3.719397004E+000  4.998504676E-001 
 8.096400000E-001  3.796246334E+000  3.719198806E+000  4.998504657E-001 
 8.096500000E-001  3.799912967E+000  3.719015068E+000  4.998504638E-001 
 8.096600000E-001  3.803275504E+000  3.718846515E+000  4.998504619E-001 
 8.096700000E-001  3.806320674E+000  3.718693813E+000  4.998504600E-001 
 8.096800000E-001  3.809036459E+000  3.718557563E+000  4.998504582E-001 
 8.096900000E-001  3.811412141E+000  3.718438303E+000  4.998504563E-001 
 8.097000000E-001  3.813438343E+000  3.718336505E+000  4.998504544E-001 
 8.097100000E-001  3.815107071E+000  3.718252570E+000  4.998504525E-001 
 8.097200000E-001  3.816411738E+000  3.718186829E+000  4.998504506E-001 
 8.097300000E-001  3.817347195E+000  3.718139542E+000  4.998504487E-001 
 8.097400000E-001  3.817909750E+000  3.718110895E+000  4.998504468E-001 
 8.097500000E-001  3.818097183E+000  3.718101001E+000  4.998504449E-001 
 8.097600000E-001  3.817908755E+000  3.718109900E+000  4.998504430E-001 
 8.097700000E-001  3.817345209E+000  3.718137556E+000  4.998504411E-001 
 8.097800000E-001  3.816408769E+000  3.718183860E+000  4.998504392E-001 
 8.097900000E-001  3.815103131E+000  3.718248629E+000  4.998504373E-001 
 8.098000000E-001  3.813433447E+000  3.718331609E+000  4.998504355E-001 
 8.098100000E-001  3.811406308E+000  3.718432470E+000  4.998504336E-001 
 8.098200000E-001  3.809029713E+000  3.718550816E+000  4.998504317E-001 
 8.098300000E-001  3.806313041E+000  3.718686179E+000  4.998504298E-001 
 8.098400000E-001  3.803267014E+000  3.718838024E+000  4.998504279E-001 
 8.098500000E-001  3.799903654E+000  3.719005754E+000  4.998504260E-001 
 8.098600000E-001  3.796236234E+000  3.719188705E+000  4.998504241E-001 
 8.098700000E-001  3.792279227E+000  3.719386156E+000  4.998504222E-001 
 8.098800000E-001  3.788048250E+000  3.719597327E+000  4.998504204E-001 
 8.098900000E-001  3.783560001E+000  3.719821386E+000  4.998504185E-001 
 8.099000000E-001  3.778832194E+000  3.720057447E+000  4.998504166E-001 
 8.099100000E-001  3.773883485E+000  3.720304579E+000  4.998504147E-001 
 8.099200000E-001  3.768733406E+000  3.720561807E+000  4.998504129E-001 
 8.099300000E-001  3.763402283E+000  3.720828116E+000  4.998504110E-001 
 8.099400000E-001  3.757911153E+000  3.721102455E+000  4.998504091E-001 
 8.099500000E-001  3.752281688E+000  3.721383740E+000  4.998504073E-001 
 8.099600000E-001  3.746536105E+000  3.721670863E+000  4.998504054E-001 
 8.099700000E-001  3.740697081E+000  3.721962689E+000  4.998504035E-001 
 8.099800000E-001  3.734787656E+000  3.722258067E+000  4.998504017E-001 
 8.099900000E-001  3.728831155E+000  3.722555831E+000  4.998503998E-001 
 8.100000000E-001  3.722851085E+000  3.722854807E+000  4.998503980E-001 
 8.100100000E-001  3.716871046E+000  3.723153814E+000  4.998503961E-001 
 8.100200000E-001  3.710914638E+000  3.723451672E+000  4.998503943E-001 
 8.100300000E-001  3.705005370E+000  3.723747206E+000  4.998503924E-001 
 8.100400000E-001  3.699166562E+000  3.724039249E+000  4.998503906E-001 
 8.100500000E-001  3.693421257E+000  3.724326649E+000  4.998503888E-001 
 8.100600000E-001  3.687792129E+000  3.724608272E+000  4.998503869E-001 
 8.100700000E-001  3.682301394E+000  3.724883005E+000  4.998503851E-001 
 8.100800000E-001  3.676970722E+000  3.725149766E+000  4.998503833E-001 
 8.100900000E-001  3.671821149E+000  3.725407500E+000  4.998503815E-001 
 8.101000000E-001  3.666873000E+000  3.725655192E+000  4.998503796E-001 
 8.101100000E-001  3.662145802E+000  3.725891863E+000  4.998503778E-001 
 8.101200000E-001  3.657658211E+000  3.726116579E+000  4.998503760E-001 
 8.101300000E-001  3.653427938E+000  3.726328454E+000  4.998503742E-001 
 8.101400000E-001  3.649471678E+000  3.726526651E+000  4.998503724E-001 
 8.101500000E-001  3.645805044E+000  3.726710388E+000  4.998503706E-001 
 8.101600000E-001  3.642442506E+000  3.726878941E+000  4.998503688E-001 
 8.101700000E-001  3.639397335E+000  3.727031643E+000  4.998503670E-001 
 8.101800000E-001  3.636681551E+000  3.727167892E+000  4.998503651E-001 
 8.101900000E-001  3.634305868E+000  3.727287151E+000  4.998503633E-001 
 8.102000000E-001  3.632279665E+000  3.727388948E+000  4.998503615E-001 
 8.102100000E-001  3.630610936E+000  3.727472883E+000  4.998503597E-001 
 8.102200000E-001  3.629306269E+000  3.727538623E+000  4.998503579E-001 
 8.102300000E-001  3.628370812E+000  3.727585910E+000  4.998503561E-001 
 8.102400000E-001  3.627808256E+000  3.727614557E+000  4.998503543E-001 
 8.102500000E-001  3.627620822E+000  3.727624450E+000  4.998503525E-001 
 8.102600000E-001  3.627809250E+000  3.727615550E+000  4.998503507E-001 
 8.102700000E-001  3.628372796E+000  3.727587894E+000  4.998503489E-001 
 8.102800000E-001  3.629309235E+000  3.727541589E+000  4.998503471E-001 
 8.102900000E-001  3.630614873E+000  3.727476819E+000  4.998503453E-001 
 8.103000000E-001  3.632284555E+000  3.727393840E+000  4.998503435E-001 
 8.103100000E-001  3.634311694E+000  3.727292978E+000  4.998503417E-001 
 8.103200000E-001  3.636688289E+000  3.727174631E+000  4.998503399E-001 
 8.103300000E-001  3.639404960E+000  3.727039268E+000  4.998503381E-001 
 8.103400000E-001  3.642450987E+000  3.726887422E+000  4.998503363E-001 
 8.103500000E-001  3.645814346E+000  3.726719692E+000  4.998503345E-001 
 8.103600000E-001  3.649481766E+000  3.726536740E+000  4.998503327E-001 
 8.103700000E-001  3.653438772E+000  3.726339288E+000  4.998503309E-001 
 8.103800000E-001  3.657669748E+000  3.726128117E+000  4.998503291E-001 
 8.103900000E-001  3.662157996E+000  3.725904058E+000  4.998503273E-001 
 8.104000000E-001  3.666885803E+000  3.725667996E+000  4.998503255E-001 
 8.104100000E-001  3.671834511E+000  3.725420863E+000  4.998503236E-001 
 8.104200000E-001  3.676984589E+000  3.725163634E+000  4.998503218E-001 
 8.104300000E-001  3.682315713E+000  3.724897325E+000  4.998503200E-001 
 8.104400000E-001  3.687806842E+000  3.724622986E+000  4.998503182E-001 
 8.104500000E-001  3.693436306E+000  3.724341700E+000  4.998503163E-001 
 8.104600000E-001  3.699181888E+000  3.724054577E+000  4.998503145E-001 
 8.104700000E-001  3.705020913E+000  3.723762750E+000  4.998503127E-001 
 8.104800000E-001  3.710930336E+000  3.723467371E+000  4.998503108E-001 
 8.104900000E-001  3.716886837E+000  3.723169606E+000  4.998503090E-001 
 8.105000000E-001  3.722866907E+000  3.722870630E+000  4.998503071E-001 
 8.105100000E-001  3.728846945E+000  3.722571623E+000  4.998503053E-001 
 8.105200000E-001  3.734803352E+000  3.722273764E+000  4.998503034E-001 
 8.105300000E-001  3.740712620E+000  3.721978229E+000  4.998503016E-001 
 8.105400000E-001  3.746551427E+000  3.721686186E+000  4.998502997E-001 
 8.105500000E-001  3.752296732E+000  3.721398785E+000  4.998502979E-001 
 8.105600000E-001  3.757925859E+000  3.721117162E+000  4.998502960E-001 
 8.105700000E-001  3.763416593E+000  3.720842428E+000  4.998502942E-001 
 8.105800000E-001  3.768747265E+000  3.720575667E+000  4.998502923E-001 
 8.105900000E-001  3.773896837E+000  3.720317932E+000  4.998502904E-001 
 8.106000000E-001  3.778844986E+000  3.720070240E+000  4.998502885E-001 
 8.106100000E-001  3.783572183E+000  3.719833568E+000  4.998502867E-001 
 8.106200000E-001  3.788059773E+000  3.719608851E+000  4.998502848E-001 
 8.106300000E-001  3.792290046E+000  3.719396976E+000  4.998502829E-001 
 8.106400000E-001  3.796246306E+000  3.719198778E+000  4.998502810E-001 
 8.106500000E-001  3.799912939E+000  3.719015040E+000  4.998502792E-001 
 8.106600000E-001  3.803275476E+000  3.718846487E+000  4.998502773E-001 
 8.106700000E-001  3.806320646E+000  3.718693785E+000  4.998502754E-001 
 8.106800000E-001  3.809036431E+000  3.718557535E+000  4.998502735E-001 
 8.106900000E-001  3.811412112E+000  3.718438275E+000  4.998502716E-001 
 8.107000000E-001  3.813438315E+000  3.718336477E+000  4.998502697E-001 
 8.107100000E-001  3.815107043E+000  3.718252542E+000  4.998502678E-001 
 8.107200000E-001  3.816411710E+000  3.718186801E+000  4.998502659E-001 
 8.107300000E-001  3.817347167E+000  3.718139514E+000  4.998502640E-001 
 8.107400000E-001  3.817909722E+000  3.718110867E+000  4.998502621E-001 
 8.107500000E-001  3.818097155E+000  3.718100973E+000  4.998502603E-001 
 8.107600000E-001  3.817908727E+000  3.718109872E+000  4.998502584E-001 
 8.107700000E-001  3.817345181E+000  3.718137528E+000  4.998502565E-001 
 8.107800000E-001  3.816408741E+000  3.718183832E+000  4.998502546E-001 
 8.107900000E-001  3.815103103E+000  3.718248601E+000  4.998502527E-001 
 8.108000000E-001  3.813433419E+000  3.718331581E+000  4.998502508E-001 
 8.108100000E-001  3.811406279E+000  3.718432442E+000  4.998502489E-001 
 8.108200000E-001  3.809029684E+000  3.718550788E+000  4.998502470E-001 
 8.108300000E-001  3.806313013E+000  3.718686151E+000  4.998502451E-001 
 8.108400000E-001  3.803266986E+000  3.718837996E+000  4.998502432E-001 
 8.108500000E-001  3.799903626E+000  3.719005726E+000  4.998502413E-001 
 8.108600000E-001  3.796236205E+000  3.719188677E+000  4.998502395E-001 
 8.108700000E-001  3.792279199E+000  3.719386128E+000  4.998502376E-001 
 8.108800000E-001  3.788048223E+000  3.719597299E+000  4.998502357E-001 
 8.108900000E-001  3.783559974E+000  3.719821358E+000  4.998502338E-001 
 8.109000000E-001  3.778832166E+000  3.720057419E+000  4.998502319E-001 
 8.109100000E-001  3.773883457E+000  3.720304551E+000  4.998502301E-001 
 8.109200000E-001  3.768733379E+000  3.720561779E+000  4.998502282E-001 
 8.109300000E-001  3.763402254E+000  3.720828088E+000  4.998502263E-001 
 8.109400000E-001  3.757911125E+000  3.721102427E+000  4.998502245E-001 
 8.109500000E-001  3.752281660E+000  3.721383712E+000  4.998502226E-001 
 8.109600000E-001  3.746536077E+000  3.721670835E+000  4.998502207E-001 
 8.109700000E-001  3.740697052E+000  3.721962661E+000  4.998502189E-001 
 8.109800000E-001  3.734787628E+000  3.722258039E+000  4.998502170E-001 
 8.109900000E-001  3.728831127E+000  3.722555803E+000  4.998502152E-001 
 8.110000000E-001  3.722851057E+000  3.722854779E+000  4.998502133E-001 
 8.110100000E-001  3.716871018E+000  3.723153786E+000  4.998502115E-001 
 8.110200000E-001  3.710914611E+000  3.723451644E+000  4.998502096E-001 
 8.110300000E-001  3.705005343E+000  3.723747178E+000  4.998502078E-001 
 8.110400000E-001  3.699166534E+000  3.724039221E+000  4.998502059E-001 
 8.110500000E-001  3.693421229E+000  3.724326621E+000  4.998502041E-001 
 8.110600000E-001  3.687792101E+000  3.724608244E+000  4.998502023E-001 
 8.110700000E-001  3.682301366E+000  3.724882977E+000  4.998502004E-001 
 8.110800000E-001  3.676970694E+000  3.725149738E+000  4.998501986E-001 
 8.110900000E-001  3.671821122E+000  3.725407472E+000  4.998501968E-001 
 8.111000000E-001  3.666872972E+000  3.725655164E+000  4.998501950E-001 
 8.111100000E-001  3.662145775E+000  3.725891835E+000  4.998501932E-001 
 8.111200000E-001  3.657658183E+000  3.726116551E+000  4.998501913E-001 
 8.111300000E-001  3.653427910E+000  3.726328426E+000  4.998501895E-001 
 8.111400000E-001  3.649471650E+000  3.726526623E+000  4.998501877E-001 
 8.111500000E-001  3.645805016E+000  3.726710360E+000  4.998501859E-001 
