   Time             I1                VP1               V3              
 8.287300000E-001  3.817346663E+000  3.718139010E+000  4.998469401E-001 
 8.287400000E-001  3.817909219E+000  3.718110363E+000  4.998469382E-001 
 8.287500000E-001  3.818096652E+000  3.718100470E+000  4.998469363E-001 
 8.287600000E-001  3.817908223E+000  3.718109368E+000  4.998469344E-001 
 8.287700000E-001  3.817344677E+000  3.718137024E+000  4.998469325E-001 
 8.287800000E-001  3.816408237E+000  3.718183328E+000  4.998469306E-001 
 8.287900000E-001  3.815102599E+000  3.718248098E+000  4.998469287E-001 
 8.288000000E-001  3.813432916E+000  3.718331077E+000  4.998469268E-001 
 8.288100000E-001  3.811405776E+000  3.718431938E+000  4.998469249E-001 
 8.288200000E-001  3.809029181E+000  3.718550284E+000  4.998469230E-001 
 8.288300000E-001  3.806312509E+000  3.718685647E+000  4.998469211E-001 
 8.288400000E-001  3.803266483E+000  3.718837493E+000  4.998469192E-001 
 8.288500000E-001  3.799903122E+000  3.719005222E+000  4.998469174E-001 
 8.288600000E-001  3.796235702E+000  3.719188173E+000  4.998469155E-001 
 8.288700000E-001  3.792278695E+000  3.719385624E+000  4.998469136E-001 
 8.288800000E-001  3.788047719E+000  3.719596795E+000  4.998469117E-001 
 8.288900000E-001  3.783559470E+000  3.719820854E+000  4.998469098E-001 
 8.289000000E-001  3.778831662E+000  3.720056915E+000  4.998469080E-001 
 8.289100000E-001  3.773882953E+000  3.720304047E+000  4.998469061E-001 
 8.289200000E-001  3.768732875E+000  3.720561275E+000  4.998469042E-001 
 8.289300000E-001  3.763401751E+000  3.720827584E+000  4.998469023E-001 
 8.289400000E-001  3.757910621E+000  3.721101923E+000  4.998469005E-001 
 8.289500000E-001  3.752281156E+000  3.721383208E+000  4.998468986E-001 
 8.289600000E-001  3.746535574E+000  3.721670331E+000  4.998468967E-001 
 8.289700000E-001  3.740696548E+000  3.721962157E+000  4.998468949E-001 
 8.289800000E-001  3.734787124E+000  3.722257535E+000  4.998468930E-001 
 8.289900000E-001  3.728830623E+000  3.722555300E+000  4.998468912E-001 
 8.290000000E-001  3.722850553E+000  3.722854275E+000  4.998468893E-001 
 8.290100000E-001  3.716870514E+000  3.723153282E+000  4.998468875E-001 
 8.290200000E-001  3.710914107E+000  3.723451140E+000  4.998468856E-001 
 8.290300000E-001  3.705004838E+000  3.723746674E+000  4.998468838E-001 
 8.290400000E-001  3.699166030E+000  3.724038717E+000  4.998468820E-001 
 8.290500000E-001  3.693420725E+000  3.724326117E+000  4.998468801E-001 
 8.290600000E-001  3.687791597E+000  3.724607740E+000  4.998468783E-001 
 8.290700000E-001  3.682300862E+000  3.724882473E+000  4.998468765E-001 
 8.290800000E-001  3.676970191E+000  3.725149234E+000  4.998468746E-001 
 8.290900000E-001  3.671820618E+000  3.725406969E+000  4.998468728E-001 
 8.291000000E-001  3.666872469E+000  3.725654660E+000  4.998468710E-001 
 8.291100000E-001  3.662145270E+000  3.725891331E+000  4.998468692E-001 
 8.291200000E-001  3.657657680E+000  3.726116047E+000  4.998468674E-001 
 8.291300000E-001  3.653427407E+000  3.726327922E+000  4.998468655E-001 
 8.291400000E-001  3.649471146E+000  3.726526119E+000  4.998468637E-001 
 8.291500000E-001  3.645804512E+000  3.726709857E+000  4.998468619E-001 
 8.291600000E-001  3.642441974E+000  3.726878409E+000  4.998468601E-001 
 8.291700000E-001  3.639396804E+000  3.727031111E+000  4.998468583E-001 
 8.291800000E-001  3.636681019E+000  3.727167360E+000  4.998468565E-001 
 8.291900000E-001  3.634305337E+000  3.727286619E+000  4.998468547E-001 
 8.292000000E-001  3.632279133E+000  3.727388417E+000  4.998468529E-001 
 8.292100000E-001  3.630610405E+000  3.727472351E+000  4.998468511E-001 
 8.292200000E-001  3.629305738E+000  3.727538092E+000  4.998468493E-001 
 8.292300000E-001  3.628370280E+000  3.727585378E+000  4.998468475E-001 
 8.292400000E-001  3.627807724E+000  3.727614025E+000  4.998468457E-001 
 8.292500000E-001  3.627620290E+000  3.727623918E+000  4.998468439E-001 
 8.292600000E-001  3.627808718E+000  3.727615019E+000  4.998468421E-001 
 8.292700000E-001  3.628372264E+000  3.727587362E+000  4.998468403E-001 
 8.292800000E-001  3.629308703E+000  3.727541058E+000  4.998468385E-001 
 8.292900000E-001  3.630614341E+000  3.727476288E+000  4.998468367E-001 
 8.293000000E-001  3.632284024E+000  3.727393308E+000  4.998468349E-001 
 8.293100000E-001  3.634311163E+000  3.727292446E+000  4.998468331E-001 
 8.293200000E-001  3.636687758E+000  3.727174100E+000  4.998468313E-001 
 8.293300000E-001  3.639404428E+000  3.727038736E+000  4.998468295E-001 
 8.293400000E-001  3.642450455E+000  3.726886890E+000  4.998468277E-001 
 8.293500000E-001  3.645813814E+000  3.726719160E+000  4.998468259E-001 
 8.293600000E-001  3.649481234E+000  3.726536208E+000  4.998468241E-001 
 8.293700000E-001  3.653438240E+000  3.726338757E+000  4.998468223E-001 
 8.293800000E-001  3.657669216E+000  3.726127585E+000  4.998468204E-001 
 8.293900000E-001  3.662157464E+000  3.725903526E+000  4.998468186E-001 
 8.294000000E-001  3.666885271E+000  3.725667464E+000  4.998468168E-001 
 8.294100000E-001  3.671833980E+000  3.725420331E+000  4.998468150E-001 
 8.294200000E-001  3.676984058E+000  3.725163103E+000  4.998468132E-001 
 8.294300000E-001  3.682315181E+000  3.724896793E+000  4.998468113E-001 
 8.294400000E-001  3.687806311E+000  3.724622454E+000  4.998468095E-001 
 8.294500000E-001  3.693435775E+000  3.724341168E+000  4.998468077E-001 
 8.294600000E-001  3.699181357E+000  3.724054045E+000  4.998468059E-001 
 8.294700000E-001  3.705020381E+000  3.723762218E+000  4.998468040E-001 
 8.294800000E-001  3.710929805E+000  3.723466840E+000  4.998468022E-001 
 8.294900000E-001  3.716886305E+000  3.723169075E+000  4.998468003E-001 
 8.295000000E-001  3.722866375E+000  3.722870098E+000  4.998467985E-001 
 8.295100000E-001  3.728846413E+000  3.722571091E+000  4.998467967E-001 
 8.295200000E-001  3.734802820E+000  3.722273232E+000  4.998467948E-001 
 8.295300000E-001  3.740712088E+000  3.721977698E+000  4.998467930E-001 
 8.295400000E-001  3.746550896E+000  3.721685654E+000  4.998467911E-001 
 8.295500000E-001  3.752296200E+000  3.721398253E+000  4.998467892E-001 
 8.295600000E-001  3.757925327E+000  3.721116630E+000  4.998467874E-001 
 8.295700000E-001  3.763416061E+000  3.720841896E+000  4.998467855E-001 
 8.295800000E-001  3.768746733E+000  3.720575135E+000  4.998467836E-001 
 8.295900000E-001  3.773896305E+000  3.720317400E+000  4.998467818E-001 
 8.296000000E-001  3.778844454E+000  3.720069708E+000  4.998467799E-001 
 8.296100000E-001  3.783571651E+000  3.719833036E+000  4.998467780E-001 
 8.296200000E-001  3.788059242E+000  3.719608319E+000  4.998467762E-001 
 8.296300000E-001  3.792289514E+000  3.719396444E+000  4.998467743E-001 
 8.296400000E-001  3.796245774E+000  3.719198246E+000  4.998467724E-001 
 8.296500000E-001  3.799912408E+000  3.719014508E+000  4.998467705E-001 
 8.296600000E-001  3.803274944E+000  3.718845956E+000  4.998467686E-001 
 8.296700000E-001  3.806320114E+000  3.718693253E+000  4.998467667E-001 
 8.296800000E-001  3.809035899E+000  3.718557003E+000  4.998467648E-001 
 8.296900000E-001  3.811411581E+000  3.718437744E+000  4.998467630E-001 
 8.297000000E-001  3.813437784E+000  3.718335946E+000  4.998467611E-001 
 8.297100000E-001  3.815106512E+000  3.718252010E+000  4.998467592E-001 
 8.297200000E-001  3.816411178E+000  3.718186270E+000  4.998467573E-001 
 8.297300000E-001  3.817346635E+000  3.718138982E+000  4.998467554E-001 
 8.297400000E-001  3.817909190E+000  3.718110335E+000  4.998467535E-001 
 8.297500000E-001  3.818096623E+000  3.718100442E+000  4.998467516E-001 
 8.297600000E-001  3.817908195E+000  3.718109340E+000  4.998467497E-001 
 8.297700000E-001  3.817344649E+000  3.718136996E+000  4.998467478E-001 
 8.297800000E-001  3.816408209E+000  3.718183300E+000  4.998467459E-001 
 8.297900000E-001  3.815102571E+000  3.718248070E+000  4.998467440E-001 
 8.298000000E-001  3.813432887E+000  3.718331049E+000  4.998467421E-001 
 8.298100000E-001  3.811405748E+000  3.718431910E+000  4.998467402E-001 
 8.298200000E-001  3.809029153E+000  3.718550256E+000  4.998467384E-001 
 8.298300000E-001  3.806312481E+000  3.718685619E+000  4.998467365E-001 
 8.298400000E-001  3.803266454E+000  3.718837465E+000  4.998467346E-001 
 8.298500000E-001  3.799903094E+000  3.719005194E+000  4.998467327E-001 
 8.298600000E-001  3.796235674E+000  3.719188145E+000  4.998467308E-001 
 8.298700000E-001  3.792278667E+000  3.719385596E+000  4.998467289E-001 
 8.298800000E-001  3.788047691E+000  3.719596767E+000  4.998467270E-001 
 8.298900000E-001  3.783559442E+000  3.719820826E+000  4.998467252E-001 
 8.299000000E-001  3.778831634E+000  3.720056887E+000  4.998467233E-001 
 8.299100000E-001  3.773882926E+000  3.720304019E+000  4.998467214E-001 
 8.299200000E-001  3.768732847E+000  3.720561247E+000  4.998467195E-001 
 8.299300000E-001  3.763401723E+000  3.720827556E+000  4.998467177E-001 
 8.299400000E-001  3.757910593E+000  3.721101895E+000  4.998467158E-001 
 8.299500000E-001  3.752281128E+000  3.721383180E+000  4.998467139E-001 
 8.299600000E-001  3.746535545E+000  3.721670303E+000  4.998467121E-001 
 8.299700000E-001  3.740696521E+000  3.721962129E+000  4.998467102E-001 
 8.299800000E-001  3.734787096E+000  3.722257507E+000  4.998467084E-001 
 8.299900000E-001  3.728830595E+000  3.722555272E+000  4.998467065E-001 
 8.300000000E-001  3.722850525E+000  3.722854247E+000  4.998467047E-001 
 8.300100000E-001  3.716870486E+000  3.723153254E+000  4.998467028E-001 
 8.300200000E-001  3.710914079E+000  3.723451112E+000  4.998467010E-001 
 8.300300000E-001  3.705004810E+000  3.723746646E+000  4.998466991E-001 
 8.300400000E-001  3.699166002E+000  3.724038689E+000  4.998466973E-001 
 8.300500000E-001  3.693420697E+000  3.724326089E+000  4.998466955E-001 
 8.300600000E-001  3.687791569E+000  3.724607712E+000  4.998466936E-001 
 8.300700000E-001  3.682300835E+000  3.724882445E+000  4.998466918E-001 
 8.300800000E-001  3.676970162E+000  3.725149206E+000  4.998466900E-001 
 8.300900000E-001  3.671820590E+000  3.725406941E+000  4.998466881E-001 
 8.301000000E-001  3.666872440E+000  3.725654632E+000  4.998466863E-001 
 8.301100000E-001  3.662145243E+000  3.725891303E+000  4.998466845E-001 
 8.301200000E-001  3.657657652E+000  3.726116019E+000  4.998466827E-001 
 8.301300000E-001  3.653427378E+000  3.726327894E+000  4.998466809E-001 
 8.301400000E-001  3.649471118E+000  3.726526091E+000  4.998466791E-001 
 8.301500000E-001  3.645804484E+000  3.726709829E+000  4.998466773E-001 
 8.301600000E-001  3.642441947E+000  3.726878381E+000  4.998466754E-001 
 8.301700000E-001  3.639396776E+000  3.727031083E+000  4.998466736E-001 
 8.301800000E-001  3.636680991E+000  3.727167332E+000  4.998466718E-001 
 8.301900000E-001  3.634305309E+000  3.727286591E+000  4.998466700E-001 
 8.302000000E-001  3.632279105E+000  3.727388389E+000  4.998466682E-001 
 8.302100000E-001  3.630610377E+000  3.727472323E+000  4.998466664E-001 
 8.302200000E-001  3.629305709E+000  3.727538064E+000  4.998466646E-001 
 8.302300000E-001  3.628370252E+000  3.727585350E+000  4.998466628E-001 
 8.302400000E-001  3.627807696E+000  3.727613997E+000  4.998466610E-001 
 8.302500000E-001  3.627620262E+000  3.727623890E+000  4.998466592E-001 
 8.302600000E-001  3.627808690E+000  3.727614991E+000  4.998466574E-001 
 8.302700000E-001  3.628372236E+000  3.727587334E+000  4.998466556E-001 
 8.302800000E-001  3.629308675E+000  3.727541030E+000  4.998466538E-001 
 8.302900000E-001  3.630614313E+000  3.727476260E+000  4.998466520E-001 
 8.303000000E-001  3.632283996E+000  3.727393280E+000  4.998466502E-001 
 8.303100000E-001  3.634311135E+000  3.727292418E+000  4.998466484E-001 
 8.303200000E-001  3.636687730E+000  3.727174072E+000  4.998466466E-001 
 8.303300000E-001  3.639404401E+000  3.727038708E+000  4.998466448E-001 
 8.303400000E-001  3.642450427E+000  3.726886862E+000  4.998466430E-001 
 8.303500000E-001  3.645813786E+000  3.726719132E+000  4.998466412E-001 
 8.303600000E-001  3.649481206E+000  3.726536180E+000  4.998466394E-001 
 8.303700000E-001  3.653438212E+000  3.726338729E+000  4.998466376E-001 
 8.303800000E-001  3.657669188E+000  3.726127557E+000  4.998466358E-001 
 8.303900000E-001  3.662157436E+000  3.725903498E+000  4.998466340E-001 
 8.304000000E-001  3.666885244E+000  3.725667436E+000  4.998466321E-001 
 8.304100000E-001  3.671833952E+000  3.725420303E+000  4.998466303E-001 
 8.304200000E-001  3.676984030E+000  3.725163075E+000  4.998466285E-001 
 8.304300000E-001  3.682315153E+000  3.724896765E+000  4.998466267E-001 
 8.304400000E-001  3.687806283E+000  3.724622426E+000  4.998466249E-001 
 8.304500000E-001  3.693435747E+000  3.724341140E+000  4.998466230E-001 
 8.304600000E-001  3.699181328E+000  3.724054017E+000  4.998466212E-001 
 8.304700000E-001  3.705020354E+000  3.723762190E+000  4.998466194E-001 
 8.304800000E-001  3.710929777E+000  3.723466812E+000  4.998466175E-001 
 8.304900000E-001  3.716886277E+000  3.723169047E+000  4.998466157E-001 
 8.305000000E-001  3.722866347E+000  3.722870070E+000  4.998466138E-001 
 8.305100000E-001  3.728846385E+000  3.722571063E+000  4.998466120E-001 
 8.305200000E-001  3.734802792E+000  3.722273204E+000  4.998466101E-001 
 8.305300000E-001  3.740712060E+000  3.721977670E+000  4.998466083E-001 
 8.305400000E-001  3.746550867E+000  3.721685626E+000  4.998466064E-001 
 8.305500000E-001  3.752296172E+000  3.721398225E+000  4.998466046E-001 
 8.305600000E-001  3.757925299E+000  3.721116602E+000  4.998466027E-001 
 8.305700000E-001  3.763416033E+000  3.720841868E+000  4.998466008E-001 
 8.305800000E-001  3.768746705E+000  3.720575107E+000  4.998465990E-001 
 8.305900000E-001  3.773896277E+000  3.720317372E+000  4.998465971E-001 
 8.306000000E-001  3.778844426E+000  3.720069680E+000  4.998465952E-001 
 8.306100000E-001  3.783571624E+000  3.719833008E+000  4.998465934E-001 
 8.306200000E-001  3.788059213E+000  3.719608291E+000  4.998465915E-001 
 8.306300000E-001  3.792289486E+000  3.719396416E+000  4.998465896E-001 
 8.306400000E-001  3.796245746E+000  3.719198218E+000  4.998465877E-001 
 8.306500000E-001  3.799912379E+000  3.719014480E+000  4.998465858E-001 
 8.306600000E-001  3.803274917E+000  3.718845928E+000  4.998465840E-001 
 8.306700000E-001  3.806320086E+000  3.718693225E+000  4.998465821E-001 
 8.306800000E-001  3.809035871E+000  3.718556975E+000  4.998465802E-001 
 8.306900000E-001  3.811411553E+000  3.718437716E+000  4.998465783E-001 
 8.307000000E-001  3.813437756E+000  3.718335918E+000  4.998465764E-001 
 8.307100000E-001  3.815106484E+000  3.718251982E+000  4.998465745E-001 
 8.307200000E-001  3.816411150E+000  3.718186242E+000  4.998465726E-001 
 8.307300000E-001  3.817346607E+000  3.718138954E+000  4.998465707E-001 
 8.307400000E-001  3.817909162E+000  3.718110307E+000  4.998465688E-001 
 8.307500000E-001  3.818096596E+000  3.718100414E+000  4.998465669E-001 
 8.307600000E-001  3.817908167E+000  3.718109312E+000  4.998465650E-001 
 8.307700000E-001  3.817344621E+000  3.718136968E+000  4.998465632E-001 
 8.307800000E-001  3.816408181E+000  3.718183272E+000  4.998465613E-001 
 8.307900000E-001  3.815102543E+000  3.718248042E+000  4.998465594E-001 
 8.308000000E-001  3.813432860E+000  3.718331021E+000  4.998465575E-001 
 8.308100000E-001  3.811405720E+000  3.718431882E+000  4.998465556E-001 
 8.308200000E-001  3.809029125E+000  3.718550228E+000  4.998465537E-001 
 8.308300000E-001  3.806312453E+000  3.718685591E+000  4.998465518E-001 
 8.308400000E-001  3.803266427E+000  3.718837437E+000  4.998465499E-001 
 8.308500000E-001  3.799903066E+000  3.719005166E+000  4.998465480E-001 
 8.308600000E-001  3.796235646E+000  3.719188117E+000  4.998465461E-001 
 8.308700000E-001  3.792278639E+000  3.719385568E+000  4.998465443E-001 
 8.308800000E-001  3.788047663E+000  3.719596739E+000  4.998465424E-001 
 8.308900000E-001  3.783559414E+000  3.719820798E+000  4.998465405E-001 
 8.309000000E-001  3.778831606E+000  3.720056859E+000  4.998465386E-001 
 8.309100000E-001  3.773882898E+000  3.720303991E+000  4.998465367E-001 
 8.309200000E-001  3.768732819E+000  3.720561219E+000  4.998465349E-001 
 8.309300000E-001  3.763401695E+000  3.720827528E+000  4.998465330E-001 
 8.309400000E-001  3.757910565E+000  3.721101867E+000  4.998465311E-001 
 8.309500000E-001  3.752281100E+000  3.721383152E+000  4.998465293E-001 
 8.309600000E-001  3.746535518E+000  3.721670275E+000  4.998465274E-001 
 8.309700000E-001  3.740696492E+000  3.721962101E+000  4.998465256E-001 
 8.309800000E-001  3.734787068E+000  3.722257479E+000  4.998465237E-001 
 8.309900000E-001  3.728830568E+000  3.722555244E+000  4.998465218E-001 
 8.310000000E-001  3.722850497E+000  3.722854219E+000  4.998465200E-001 
 8.310100000E-001  3.716870458E+000  3.723153226E+000  4.998465182E-001 
 8.310200000E-001  3.710914051E+000  3.723451084E+000  4.998465163E-001 
 8.310300000E-001  3.705004783E+000  3.723746618E+000  4.998465145E-001 
 8.310400000E-001  3.699165974E+000  3.724038661E+000  4.998465126E-001 
 8.310500000E-001  3.693420669E+000  3.724326061E+000  4.998465108E-001 
 8.310600000E-001  3.687791541E+000  3.724607684E+000  4.998465090E-001 
 8.310700000E-001  3.682300807E+000  3.724882417E+000  4.998465071E-001 
 8.310800000E-001  3.676970135E+000  3.725149178E+000  4.998465053E-001 
 8.310900000E-001  3.671820562E+000  3.725406913E+000  4.998465035E-001 
 8.311000000E-001  3.666872413E+000  3.725654604E+000  4.998465017E-001 
 8.311100000E-001  3.662145215E+000  3.725891275E+000  4.998464998E-001 
 8.311200000E-001  3.657657624E+000  3.726115991E+000  4.998464980E-001 
 8.311300000E-001  3.653427351E+000  3.726327866E+000  4.998464962E-001 
 8.311400000E-001  3.649471090E+000  3.726526063E+000  4.998464944E-001 
 8.311500000E-001  3.645804456E+000  3.726709801E+000  4.998464926E-001 
 8.311600000E-001  3.642441918E+000  3.726878353E+000  4.998464908E-001 
 8.311700000E-001  3.639396748E+000  3.727031055E+000  4.998464890E-001 
 8.311800000E-001  3.636680963E+000  3.727167304E+000  4.998464872E-001 
 8.311900000E-001  3.634305281E+000  3.727286563E+000  4.998464854E-001 
 8.312000000E-001  3.632279077E+000  3.727388361E+000  4.998464836E-001 
 8.312100000E-001  3.630610349E+000  3.727472295E+000  4.998464818E-001 
 8.312200000E-001  3.629305682E+000  3.727538036E+000  4.998464800E-001 
 8.312300000E-001  3.628370224E+000  3.727585322E+000  4.998464782E-001 
 8.312400000E-001  3.627807668E+000  3.727613969E+000  4.998464764E-001 
 8.312500000E-001  3.627620234E+000  3.727623862E+000  4.998464746E-001 
 8.312600000E-001  3.627808662E+000  3.727614963E+000  4.998464728E-001 
 8.312700000E-001  3.628372208E+000  3.727587306E+000  4.998464710E-001 
 8.312800000E-001  3.629308647E+000  3.727541002E+000  4.998464692E-001 
 8.312900000E-001  3.630614285E+000  3.727476232E+000  4.998464674E-001 
 8.313000000E-001  3.632283968E+000  3.727393252E+000  4.998464656E-001 
 8.313100000E-001  3.634311107E+000  3.727292390E+000  4.998464638E-001 
 8.313200000E-001  3.636687701E+000  3.727174044E+000  4.998464620E-001 
 8.313300000E-001  3.639404373E+000  3.727038680E+000  4.998464602E-001 
 8.313400000E-001  3.642450399E+000  3.726886834E+000  4.998464583E-001 
 8.313500000E-001  3.645813758E+000  3.726719104E+000  4.998464565E-001 
 8.313600000E-001  3.649481178E+000  3.726536152E+000  4.998464547E-001 
 8.313700000E-001  3.653438184E+000  3.726338701E+000  4.998464529E-001 
 8.313800000E-001  3.657669160E+000  3.726127529E+000  4.998464511E-001 
 8.313900000E-001  3.662157408E+000  3.725903470E+000  4.998464493E-001 
 8.314000000E-001  3.666885215E+000  3.725667408E+000  4.998464475E-001 
 8.314100000E-001  3.671833924E+000  3.725420275E+000  4.998464457E-001 
 8.314200000E-001  3.676984002E+000  3.725163047E+000  4.998464438E-001 
 8.314300000E-001  3.682315125E+000  3.724896737E+000  4.998464420E-001 
 8.314400000E-001  3.687806255E+000  3.724622398E+000  4.998464402E-001 
 8.314500000E-001  3.693435719E+000  3.724341112E+000  4.998464384E-001 
 8.314600000E-001  3.699181300E+000  3.724053989E+000  4.998464365E-001 
 8.314700000E-001  3.705020325E+000  3.723762162E+000  4.998464347E-001 
 8.314800000E-001  3.710929749E+000  3.723466784E+000  4.998464329E-001 
 8.314900000E-001  3.716886249E+000  3.723169019E+000  4.998464310E-001 
 8.315000000E-001  3.722866319E+000  3.722870042E+000  4.998464292E-001 
 8.315100000E-001  3.728846357E+000  3.722571035E+000  4.998464273E-001 
 8.315200000E-001  3.734802764E+000  3.722273176E+000  4.998464255E-001 
 8.315300000E-001  3.740712032E+000  3.721977642E+000  4.998464236E-001 
 8.315400000E-001  3.746550840E+000  3.721685598E+000  4.998464218E-001 
 8.315500000E-001  3.752296144E+000  3.721398198E+000  4.998464199E-001 
 8.315600000E-001  3.757925271E+000  3.721116574E+000  4.998464180E-001 
 8.315700000E-001  3.763416005E+000  3.720841840E+000  4.998464162E-001 
 8.315800000E-001  3.768746677E+000  3.720575079E+000  4.998464143E-001 
 8.315900000E-001  3.773896249E+000  3.720317344E+000  4.998464124E-001 
 8.316000000E-001  3.778844397E+000  3.720069652E+000  4.998464106E-001 
 8.316100000E-001  3.783571595E+000  3.719832980E+000  4.998464087E-001 
 8.316200000E-001  3.788059186E+000  3.719608263E+000  4.998464068E-001 
 8.316300000E-001  3.792289458E+000  3.719396388E+000  4.998464049E-001 
 8.316400000E-001  3.796245718E+000  3.719198190E+000  4.998464031E-001 
 8.316500000E-001  3.799912352E+000  3.719014453E+000  4.998464012E-001 
 8.316600000E-001  3.803274888E+000  3.718845900E+000  4.998463993E-001 
 8.316700000E-001  3.806320058E+000  3.718693197E+000  4.998463974E-001 
 8.316800000E-001  3.809035843E+000  3.718556947E+000  4.998463955E-001 
 8.316900000E-001  3.811411525E+000  3.718437688E+000  4.998463936E-001 
 8.317000000E-001  3.813437727E+000  3.718335890E+000  4.998463917E-001 
 8.317100000E-001  3.815106455E+000  3.718251954E+000  4.998463898E-001 
 8.317200000E-001  3.816411122E+000  3.718186214E+000  4.998463880E-001 
 8.317300000E-001  3.817346579E+000  3.718138926E+000  4.998463861E-001 
 8.317400000E-001  3.817909134E+000  3.718110279E+000  4.998463842E-001 
 8.317500000E-001  3.818096567E+000  3.718100386E+000  4.998463823E-001 
 8.317600000E-001  3.817908139E+000  3.718109284E+000  4.998463804E-001 
 8.317700000E-001  3.817344593E+000  3.718136940E+000  4.998463785E-001 
 8.317800000E-001  3.816408154E+000  3.718183244E+000  4.998463766E-001 
 8.317900000E-001  3.815102515E+000  3.718248014E+000  4.998463747E-001 
 8.318000000E-001  3.813432831E+000  3.718330993E+000  4.998463728E-001 
 8.318100000E-001  3.811405692E+000  3.718431854E+000  4.998463709E-001 
 8.318200000E-001  3.809029097E+000  3.718550200E+000  4.998463690E-001 
 8.318300000E-001  3.806312425E+000  3.718685563E+000  4.998463671E-001 
 8.318400000E-001  3.803266398E+000  3.718837409E+000  4.998463652E-001 
 8.318500000E-001  3.799903038E+000  3.719005138E+000  4.998463634E-001 
 8.318600000E-001  3.796235618E+000  3.719188089E+000  4.998463615E-001 
 8.318700000E-001  3.792278612E+000  3.719385540E+000  4.998463596E-001 
 8.318800000E-001  3.788047635E+000  3.719596711E+000  4.998463577E-001 
 8.318900000E-001  3.783559386E+000  3.719820770E+000  4.998463558E-001 
 8.319000000E-001  3.778831578E+000  3.720056831E+000  4.998463540E-001 
 8.319100000E-001  3.773882869E+000  3.720303963E+000  4.998463521E-001 
 8.319200000E-001  3.768732791E+000  3.720561191E+000  4.998463502E-001 
 8.319300000E-001  3.763401667E+000  3.720827500E+000  4.998463483E-001 
 8.319400000E-001  3.757910537E+000  3.721101839E+000  4.998463465E-001 
 8.319500000E-001  3.752281072E+000  3.721383124E+000  4.998463446E-001 
 8.319600000E-001  3.746535489E+000  3.721670247E+000  4.998463427E-001 
 8.319700000E-001  3.740696465E+000  3.721962073E+000  4.998463409E-001 
 8.319800000E-001  3.734787041E+000  3.722257451E+000  4.998463390E-001 
 8.319900000E-001  3.728830539E+000  3.722555216E+000  4.998463372E-001 
 8.320000000E-001  3.722850469E+000  3.722854191E+000  4.998463353E-001 
 8.320100000E-001  3.716870430E+000  3.723153198E+000  4.998463335E-001 
 8.320200000E-001  3.710914023E+000  3.723451056E+000  4.998463316E-001 
 8.320300000E-001  3.705004755E+000  3.723746590E+000  4.998463298E-001 
 8.320400000E-001  3.699165946E+000  3.724038633E+000  4.998463280E-001 
 8.320500000E-001  3.693420641E+000  3.724326033E+000  4.998463261E-001 
 8.320600000E-001  3.687791513E+000  3.724607656E+000  4.998463243E-001 
 8.320700000E-001  3.682300779E+000  3.724882389E+000  4.998463225E-001 
 8.320800000E-001  3.676970106E+000  3.725149150E+000  4.998463206E-001 
 8.320900000E-001  3.671820534E+000  3.725406885E+000  4.998463188E-001 
 8.321000000E-001  3.666872384E+000  3.725654576E+000  4.998463170E-001 
 8.321100000E-001  3.662145187E+000  3.725891247E+000  4.998463152E-001 
 8.321200000E-001  3.657657596E+000  3.726115963E+000  4.998463134E-001 
 8.321300000E-001  3.653427322E+000  3.726327838E+000  4.998463115E-001 
 8.321400000E-001  3.649471062E+000  3.726526035E+000  4.998463097E-001 
 8.321500000E-001  3.645804428E+000  3.726709773E+000  4.998463079E-001 
 8.321600000E-001  3.642441891E+000  3.726878325E+000  4.998463061E-001 
 8.321700000E-001  3.639396720E+000  3.727031027E+000  4.998463043E-001 
 8.321800000E-001  3.636680935E+000  3.727167276E+000  4.998463025E-001 
 8.321900000E-001  3.634305253E+000  3.727286535E+000  4.998463007E-001 
 8.322000000E-001  3.632279049E+000  3.727388333E+000  4.998462989E-001 
 8.322100000E-001  3.630610321E+000  3.727472267E+000  4.998462971E-001 
 8.322200000E-001  3.629305653E+000  3.727538008E+000  4.998462953E-001 
 8.322300000E-001  3.628370196E+000  3.727585294E+000  4.998462935E-001 
 8.322400000E-001  3.627807641E+000  3.727613941E+000  4.998462917E-001 
 8.322500000E-001  3.627620206E+000  3.727623834E+000  4.998462899E-001 
 8.322600000E-001  3.627808634E+000  3.727614935E+000  4.998462881E-001 
 8.322700000E-001  3.628372180E+000  3.727587278E+000  4.998462863E-001 
 8.322800000E-001  3.629308619E+000  3.727540974E+000  4.998462845E-001 
 8.322900000E-001  3.630614257E+000  3.727476204E+000  4.998462827E-001 
 8.323000000E-001  3.632283940E+000  3.727393224E+000  4.998462809E-001 
 8.323100000E-001  3.634311079E+000  3.727292362E+000  4.998462791E-001 
 8.323200000E-001  3.636687674E+000  3.727174016E+000  4.998462773E-001 
 8.323300000E-001  3.639404345E+000  3.727038652E+000  4.998462755E-001 
 8.323400000E-001  3.642450371E+000  3.726886806E+000  4.998462737E-001 
 8.323500000E-001  3.645813730E+000  3.726719076E+000  4.998462719E-001 
 8.323600000E-001  3.649481150E+000  3.726536124E+000  4.998462701E-001 
 8.323700000E-001  3.653438156E+000  3.726338673E+000  4.998462683E-001 
 8.323800000E-001  3.657669132E+000  3.726127501E+000  4.998462664E-001 
 8.323900000E-001  3.662157380E+000  3.725903442E+000  4.998462646E-001 
 8.324000000E-001  3.666885187E+000  3.725667380E+000  4.998462628E-001 
