   Time             Iac2              Iac1              Vac1              Vac2            
 8.005790000E-001 -3.117262448E-003  9.538787538E-004  3.983770416E+000  3.982346499E+000 
 8.005800000E-001 -3.115780967E-003  9.460823236E-004  3.983771638E+000  3.982345085E+000 
 8.005810000E-001 -3.114236868E-003  9.398650747E-004  3.983772853E+000  3.982343674E+000 
 8.005820000E-001 -3.112630154E-003  9.351488472E-004  3.983774063E+000  3.982342266E+000 
 8.005830000E-001 -3.110961710E-003  9.318501526E-004  3.983775270E+000  3.982340861E+000 
 8.005840000E-001 -3.109231095E-003  9.298908310E-004  3.983776474E+000  3.982339459E+000 
 8.005850000E-001 -3.107437863E-003  9.291909464E-004  3.983777676E+000  3.982338061E+000 
 8.005860000E-001 -3.105582902E-003  9.296687864E-004  3.983778879E+000  3.982336665E+000 
 8.005870000E-001 -3.103665769E-003  9.312408622E-004  3.983780082E+000  3.982335273E+000 
 8.005880000E-001 -3.101686907E-003  9.338307905E-004  3.983781287E+000  3.982333885E+000 
 8.005890000E-001 -3.099645873E-003  9.373497534E-004  3.983782495E+000  3.982332500E+000 
 8.005900000E-001 -3.097542667E-003  9.417213676E-004  3.983783707E+000  3.982331118E+000 
 8.005910000E-001 -3.095377732E-003  9.468621442E-004  3.983784923E+000  3.982329740E+000 
 8.005920000E-001 -3.093150625E-003  9.526903710E-004  3.983786143E+000  3.982328366E+000 
 8.005930000E-001 -3.090861789E-003  9.591207828E-004  3.983787370E+000  3.982326995E+000 
 8.005940000E-001 -3.088511225E-003  9.660716671E-004  3.983788602E+000  3.982325628E+000 
 8.005950000E-001 -3.086098488E-003  9.734630879E-004  3.983789841E+000  3.982324265E+000 
 8.005960000E-001 -3.083624911E-003  9.812097801E-004  3.983791086E+000  3.982322906E+000 
 8.005970000E-001 -3.081089606E-003  9.892318076E-004  3.983792339E+000  3.982321551E+000 
 8.005980000E-001 -3.078492128E-003  9.974421289E-004  3.983793598E+000  3.982320200E+000 
 8.005990000E-001 -3.075833366E-003  1.005760808E-003  3.983794865E+000  3.982318852E+000 
 8.006000000E-001 -3.073113319E-003  1.014109685E-003  3.983796138E+000  3.982317509E+000 
 8.006010000E-001 -3.070331545E-003  1.022399942E-003  3.983797419E+000  3.982316170E+000 
 8.006020000E-001 -3.067488930E-003  1.030553420E-003  3.983798706E+000  3.982314835E+000 
 8.006030000E-001 -3.064584586E-003  1.038488406E-003  3.983800000E+000  3.982313505E+000 
 8.006040000E-001 -3.061618514E-003  1.046121412E-003  3.983801301E+000  3.982312179E+000 
 8.006050000E-001 -3.058592046E-003  1.053374277E-003  3.983802607E+000  3.982310857E+000 
 8.006060000E-001 -3.055503850E-003  1.060161736E-003  3.983803918E+000  3.982309539E+000 
 8.006070000E-001 -3.052355257E-003  1.066409183E-003  3.983805234E+000  3.982308227E+000 
 8.006080000E-001 -3.049144937E-003  1.072033129E-003  3.983806554E+000  3.982306918E+000 
 8.006090000E-001 -3.045874220E-003  1.076953637E-003  3.983807877E+000  3.982305615E+000 
 8.006100000E-001 -3.042542218E-003  1.081092549E-003  3.983809202E+000  3.982304316E+000 
 8.006110000E-001 -3.039149821E-003  1.084373480E-003  3.983810529E+000  3.982303021E+000 
 8.006120000E-001 -3.035696139E-003  1.086712942E-003  3.983811857E+000  3.982301732E+000 
 8.006130000E-001 -3.032182061E-003  1.088038104E-003  3.983813184E+000  3.982300447E+000 
 8.006140000E-001 -3.028607587E-003  1.088270807E-003  3.983814509E+000  3.982299167E+000 
 8.006150000E-001 -3.024972273E-003  1.087334667E-003  3.983815832E+000  3.982297892E+000 
 8.006160000E-001 -3.021276562E-003  1.085153301E-003  3.983817151E+000  3.982296622E+000 
 8.006170000E-001 -3.017520456E-003  1.081652101E-003  3.983818464E+000  3.982295358E+000 
 8.006180000E-001 -3.013704397E-003  1.076758238E-003  3.983819770E+000  3.982294098E+000 
 8.006190000E-001 -3.009827942E-003  1.070397104E-003  3.983821068E+000  3.982292843E+000 
 8.006200000E-001 -3.005891092E-003  1.062494093E-003  3.983822355E+000  3.982291594E+000 
 8.006210000E-001 -3.001894289E-003  1.052981702E-003  3.983823631E+000  3.982290350E+000 
 8.006220000E-001 -2.997837090E-003  1.041783548E-003  3.983824894E+000  3.982289111E+000 
 8.006230000E-001 -2.993720383E-003  1.028833907E-003  3.983826142E+000  3.982287878E+000 
 8.006240000E-001 -2.989543724E-003  1.014061723E-003  3.983827373E+000  3.982286650E+000 
 8.006250000E-001 -2.985307557E-003  9.973994963E-004  3.983828585E+000  3.982285428E+000 
 8.006260000E-001 -2.981011882E-003  9.787761712E-004  3.983829776E+000  3.982284211E+000 
 8.006270000E-001 -2.976656255E-003  9.581295757E-004  3.983830944E+000  3.982283000E+000 
 8.006280000E-001 -2.970966584E-003  9.360707764E-004  3.983832081E+000  3.982281798E+000 
 8.006290000E-001 -2.963266521E-003  9.140919133E-004  3.983833197E+000  3.982280606E+000 
 8.006300000E-001 -2.954112066E-003  8.920970629E-004  3.983834295E+000  3.982279424E+000 
 8.006310000E-001 -2.943079114E-003  8.700844489E-004  3.983835370E+000  3.982278254E+000 
 8.006320000E-001 -2.930260035E-003  8.480558478E-004  3.983836422E+000  3.982277100E+000 
 8.006330000E-001 -2.915747643E-003  8.260094830E-004  3.983837451E+000  3.982275962E+000 
 8.006340000E-001 -2.899634755E-003  8.039453547E-004  3.983838456E+000  3.982274842E+000 
 8.006350000E-001 -2.882015071E-003  7.818652392E-004  3.983839439E+000  3.982273741E+000 
 8.006360000E-001 -2.862982296E-003  7.597691365E-004  3.983840398E+000  3.982272661E+000 
 8.006370000E-001 -2.842631019E-003  7.376588229E-004  3.983841334E+000  3.982271604E+000 
 8.006380000E-001 -2.821055389E-003  7.155325221E-004  3.983842248E+000  3.982270569E+000 
 8.006390000E-001 -2.798351773E-003  6.933920105E-004  3.983843138E+000  3.982269559E+000 
 8.006400000E-001 -2.774615204E-003  6.712372880E-004  3.983844005E+000  3.982268575E+000 
 8.006410000E-001 -2.749940720E-003  6.490683546E-004  3.983844849E+000  3.982267616E+000 
 8.006420000E-001 -2.724424242E-003  6.268869868E-004  3.983845670E+000  3.982266684E+000 
 8.006430000E-001 -2.698162582E-003  6.046914081E-004  3.983846468E+000  3.982265780E+000 
 8.006440000E-001 -2.671250776E-003  5.824851712E-004  3.983847243E+000  3.982264904E+000 
 8.006450000E-001 -2.643785635E-003  5.602664999E-004  3.983847995E+000  3.982264057E+000 
 8.006460000E-001 -2.615863970E-003  5.380371704E-004  3.983848724E+000  3.982263239E+000 
 8.006470000E-001 -2.587581704E-003  5.157954064E-004  3.983849430E+000  3.982262450E+000 
 8.006480000E-001 -2.559033874E-003  4.935447606E-004  3.983850113E+000  3.982261690E+000 
 8.006490000E-001 -2.530318177E-003  4.712834567E-004  3.983850773E+000  3.982260960E+000 
 8.006500000E-001 -2.501530094E-003  4.490114947E-004  3.983851410E+000  3.982260260E+000 
 8.006510000E-001 -2.472765548E-003  4.267306508E-004  3.983852024E+000  3.982259589E+000 
 8.006520000E-001 -2.444120462E-003  4.044409252E-004  3.983852616E+000  3.982258947E+000 
 8.006530000E-001 -2.415689426E-003  3.821423178E-004  3.983853184E+000  3.982258334E+000 
 8.006540000E-001 -2.387568365E-003  3.598383813E-004  3.983853729E+000  3.982257750E+000 
 8.006550000E-001 -2.359852314E-003  3.375255631E-004  3.983854252E+000  3.982257194E+000 
 8.006560000E-001 -2.332634530E-003  3.152056394E-004  3.983854752E+000  3.982256666E+000 
 8.006570000E-001 -2.306010938E-003  2.928786103E-004  3.983855229E+000  3.982256164E+000 
 8.006580000E-001 -2.280073907E-003  2.705462521E-004  3.983855683E+000  3.982255689E+000 
 8.006590000E-001 -2.254916698E-003  2.482085648E-004  3.983856114E+000  3.982255239E+000 
 8.006600000E-001 -2.230632568E-003  2.258655485E-004  3.983856522E+000  3.982254813E+000 
 8.006610000E-001 -2.207313443E-003  2.035172031E-004  3.983856908E+000  3.982254410E+000 
 8.006620000E-001 -2.185050363E-003  1.811653050E-004  3.983857271E+000  3.982254030E+000 
 8.006630000E-001 -2.163934809E-003  1.588098542E-004  3.983857611E+000  3.982253670E+000 
 8.006640000E-001 -2.144056488E-003  1.364508506E-004  3.983857929E+000  3.982253330E+000 
 8.006650000E-001 -2.125505549E-003  1.140882944E-004  3.983858223E+000  3.982253008E+000 
 8.006660000E-001 -2.108370811E-003  9.172396176E-005  3.983858496E+000  3.982252703E+000 
 8.006670000E-001 -2.092740203E-003  6.935785279E-005  3.983858745E+000  3.982252414E+000 
 8.006680000E-001 -2.078700323E-003  4.698996747E-005  3.983858972E+000  3.982252138E+000 
 8.006690000E-001 -2.066338212E-003  2.462030579E-005  3.983859176E+000  3.982251873E+000 
 8.006700000E-001 -2.055739579E-003  2.250644116E-006  3.983859358E+000  3.982251619E+000 
 8.006710000E-001 -2.046988357E-003 -2.011901756E-005  3.983859517E+000  3.982251372E+000 
 8.006720000E-001 -2.040169367E-003 -4.249045560E-005  3.983859654E+000  3.982251132E+000 
 8.006730000E-001 -2.035481117E-003 -6.470202152E-005  3.983859765E+000  3.982250897E+000 
 8.006740000E-001 -2.030999369E-003 -8.486722436E-005  3.983859855E+000  3.982250666E+000 
 8.006750000E-001 -2.026487866E-003 -1.035420638E-004  3.983859932E+000  3.982250439E+000 
 8.006760000E-001 -2.021935952E-003 -1.202788980E-004  3.983859993E+000  3.982250217E+000 
 8.006770000E-001 -2.017343625E-003 -1.351487811E-004  3.983860040E+000  3.982250000E+000 
 8.006780000E-001 -2.012711331E-003 -1.482316492E-004  3.983860075E+000  3.982249787E+000 
 8.006790000E-001 -2.008038624E-003 -1.596003329E-004  3.983860099E+000  3.982249580E+000 
 8.006800000E-001 -2.003326394E-003 -1.693329921E-004  3.983860114E+000  3.982249377E+000 
 8.006810000E-001 -1.998573751E-003 -1.775077862E-004  3.983860122E+000  3.982249179E+000 
 8.006820000E-001 -1.993781584E-003 -1.842010988E-004  3.983860124E+000  3.982248987E+000 
 8.006830000E-001 -1.988949894E-003 -1.894910895E-004  3.983860122E+000  3.982248799E+000 
 8.006840000E-001 -1.984077791E-003 -1.934576943E-004  3.983860116E+000  3.982248617E+000 
 8.006850000E-001 -1.979167052E-003 -1.961790730E-004  3.983860108E+000  3.982248439E+000 
 8.006860000E-001 -1.974216346E-003 -1.977351616E-004  3.983860099E+000  3.982248267E+000 
 8.006870000E-001 -1.969226560E-003 -1.982041198E-004  3.983860090E+000  3.982248100E+000 
 8.006880000E-001 -1.964197249E-003 -1.976694364E-004  3.983860082E+000  3.982247938E+000 
 8.006890000E-001 -1.959128859E-003 -1.962074947E-004  3.983860076E+000  3.982247782E+000 
 8.006900000E-001 -1.954021833E-003 -1.939017835E-004  3.983860073E+000  3.982247631E+000 
 8.006910000E-001 -1.948875727E-003 -1.908304625E-004  3.983860073E+000  3.982247485E+000 
 8.006920000E-001 -1.943690542E-003 -1.870752442E-004  3.983860078E+000  3.982247344E+000 
 8.006930000E-001 -1.938466720E-003 -1.827178409E-004  3.983860087E+000  3.982247209E+000 
 8.006940000E-001 -1.933204707E-003 -1.778381886E-004  3.983860101E+000  3.982247079E+000 
 8.006950000E-001 -1.927903615E-003 -1.725179999E-004  3.983860121E+000  3.982246955E+000 
 8.006960000E-001 -1.922564330E-003 -1.668389871E-004  3.983860146E+000  3.982246836E+000 
 8.006970000E-001 -1.917186854E-003 -1.608828626E-004  3.983860178E+000  3.982246722E+000 
 8.006980000E-001 -1.911771186E-003 -1.547295625E-004  3.983860216E+000  3.982246615E+000 
 8.006990000E-001 -1.906317326E-003 -1.484572465E-004  3.983860260E+000  3.982246513E+000 
 8.007000000E-001 -1.900825719E-003 -1.421494034E-004  3.983860310E+000  3.982246416E+000 
 8.007010000E-001 -1.895295920E-003 -1.358877455E-004  3.983860367E+000  3.982246325E+000 
 8.007020000E-001 -1.889728374E-003 -1.297522090E-004  3.983860430E+000  3.982246240E+000 
 8.007030000E-001 -1.884123080E-003 -1.238227298E-004  3.983860498E+000  3.982246160E+000 
 8.007040000E-001 -1.878480482E-003 -1.181774678E-004  3.983860572E+000  3.982246086E+000 
 8.007050000E-001 -1.872801025E-003 -1.128999116E-004  3.983860651E+000  3.982246018E+000 
 8.007060000E-001 -1.867083377E-003 -1.080646683E-004  3.983860734E+000  3.982245956E+000 
 8.007070000E-001 -1.861328869E-003 -1.037552266E-004  3.983860822E+000  3.982245900E+000 
 8.007080000E-001 -1.855537501E-003 -1.000479699E-004  3.983860912E+000  3.982245849E+000 
 8.007090000E-001 -1.849709275E-003 -9.702105785E-005  3.983861006E+000  3.982245805E+000 
 8.007100000E-001 -1.843843744E-003 -9.475265017E-005  3.983861101E+000  3.982245766E+000 
 8.007110000E-001 -1.837941799E-003 -9.332090656E-005  3.983861197E+000  3.982245733E+000 
 8.007120000E-001 -1.832003438E-003 -9.280221036E-005  3.983861293E+000  3.982245706E+000 
 8.007130000E-001 -1.826028218E-003 -9.327294492E-005  3.983861388E+000  3.982245686E+000 
 8.007140000E-001 -1.820016582E-003 -9.480594088E-005  3.983861480E+000  3.982245671E+000 
 8.007150000E-001 -1.813969419E-003 -9.748113428E-005  3.983861570E+000  3.982245663E+000 
 8.007160000E-001 -1.807885397E-003 -1.013695794E-004  3.983861655E+000  3.982245660E+000 
 8.007170000E-001 -1.801765848E-003 -1.065458832E-004  3.983861734E+000  3.982245664E+000 
 8.007180000E-001 -1.795609883E-003 -1.130846528E-004  3.983861805E+000  3.982245674E+000 
 8.007190000E-001 -1.789418391E-003 -1.210551659E-004  3.983861868E+000  3.982245690E+000 
 8.007200000E-001 -1.783191372E-003 -1.305302533E-004  3.983861921E+000  3.982245712E+000 
 8.007210000E-001 -1.776928826E-003 -1.415827455E-004  3.983861961E+000  3.982245741E+000 
 8.007220000E-001 -1.770631197E-003 -1.542801442E-004  3.983861988E+000  3.982245775E+000 
 8.007230000E-001 -1.764298041E-003 -1.686935036E-004  3.983862000E+000  3.982245817E+000 
 8.007240000E-001 -1.757929802E-003 -1.848903253E-004  3.983861995E+000  3.982245864E+000 
 8.007250000E-001 -1.751526035E-003 -2.029381108E-004  3.983861971E+000  3.982245918E+000 
 8.007260000E-001 -1.745088518E-003 -2.229025853E-004  3.983861925E+000  3.982245978E+000 
 8.007270000E-001 -1.738615474E-003 -2.448494740E-004  3.983861857E+000  3.982246045E+000 
 8.007280000E-001 -1.731532695E-003 -2.688143041E-004  3.983861758E+000  3.982246121E+000 
 8.007290000E-001 -1.722431531E-003 -2.927471598E-004  3.983861635E+000  3.982246207E+000 
 8.007300000E-001 -1.711870645E-003 -3.166746865E-004  3.983861494E+000  3.982246302E+000 
 8.007310000E-001 -1.699424601E-003 -3.405986604E-004  3.983861330E+000  3.982246411E+000 
 8.007320000E-001 -1.685187545E-003 -3.645155289E-004  3.983861142E+000  3.982246534E+000 
 8.007330000E-001 -1.669252292E-003 -3.884235156E-004  3.983860930E+000  3.982246675E+000 
 8.007340000E-001 -1.651712989E-003 -4.123261732E-004  3.983860694E+000  3.982246833E+000 
 8.007350000E-001 -1.632663782E-003 -4.362181727E-004  3.983860435E+000  3.982247011E+000 
 8.007360000E-001 -1.612200151E-003 -4.601030668E-004  3.983860152E+000  3.982247211E+000 
 8.007370000E-001 -1.590418020E-003 -4.839790790E-004  3.983859846E+000  3.982247432E+000 
 8.007380000E-001 -1.567411978E-003 -5.078444332E-004  3.983859515E+000  3.982247677E+000 
 8.007390000E-001 -1.543279726E-003 -5.317009055E-004  3.983859162E+000  3.982247946E+000 
 8.007400000E-001 -1.518115855E-003 -5.555467197E-004  3.983858785E+000  3.982248241E+000 
 8.007410000E-001 -1.492018065E-003 -5.793800995E-004  3.983858384E+000  3.982248562E+000 
 8.007420000E-001 -1.465082722E-003 -6.032028210E-004  3.983857960E+000  3.982248910E+000 
 8.007430000E-001 -1.437407082E-003 -6.270148845E-004  3.983857513E+000  3.982249286E+000 
 8.007440000E-001 -1.409088402E-003 -6.508127370E-004  3.983857042E+000  3.982249690E+000 
 8.007450000E-001 -1.380223491E-003 -6.745981551E-004  3.983856548E+000  3.982250122E+000 
 8.007460000E-001 -1.350909162E-003 -6.983711387E-004  3.983856030E+000  3.982250584E+000 
 8.007470000E-001 -1.321243559E-003 -7.221299114E-004  3.983855490E+000  3.982251075E+000 
 8.007480000E-001 -1.291323048E-003 -7.458726969E-004  3.983854926E+000  3.982251596E+000 
 8.007490000E-001 -1.261245330E-003 -7.696030480E-004  3.983854339E+000  3.982252147E+000 
 8.007500000E-001 -1.231107216E-003 -7.933174118E-004  3.983853729E+000  3.982252727E+000 
 8.007510000E-001 -1.201004629E-003 -8.170140120E-004  3.983853096E+000  3.982253337E+000 
 8.007520000E-001 -1.171035269E-003 -8.406981777E-004  3.983852439E+000  3.982253976E+000 
 8.007530000E-001 -1.141294614E-003 -8.643628036E-004  3.983851760E+000  3.982254644E+000 
 8.007540000E-001 -1.111879033E-003 -8.880096658E-004  3.983851058E+000  3.982255340E+000 
 8.007550000E-001 -1.082883561E-003 -9.116387645E-004  3.983850333E+000  3.982256065E+000 
 8.007560000E-001 -1.054404564E-003 -9.352518759E-004  3.983849584E+000  3.982256817E+000 
 8.007570000E-001 -1.026536633E-003 -9.588454475E-004  3.983848814E+000  3.982257596E+000 
 8.007580000E-001 -9.993730288E-004 -9.824194791E-004  3.983848020E+000  3.982258401E+000 
 8.007590000E-001 -9.730092287E-004 -1.005973971E-003  3.983847203E+000  3.982259231E+000 
 8.007600000E-001 -9.475380480E-004 -1.029508923E-003  3.983846364E+000  3.982260086E+000 
 8.007610000E-001 -9.230527453E-004 -1.053024334E-003  3.983845502E+000  3.982260963E+000 
 8.007620000E-001 -8.996443590E-004 -1.076516654E-003  3.983844618E+000  3.982261863E+000 
 8.007630000E-001 -8.774057036E-004 -1.099989433E-003  3.983843711E+000  3.982262783E+000 
 8.007640000E-001 -8.564278176E-004 -1.123439120E-003  3.983842781E+000  3.982263723E+000 
 8.007650000E-001 -8.367999627E-004 -1.146865714E-003  3.983841829E+000  3.982264681E+000 
 8.007660000E-001 -8.186122891E-004 -1.170269215E-003  3.983840854E+000  3.982265655E+000 
 8.007670000E-001 -8.019531705E-004 -1.193651400E-003  3.983839857E+000  3.982266645E+000 
 8.007680000E-001 -7.869109808E-004 -1.217008716E-003  3.983838838E+000  3.982267647E+000 
 8.007690000E-001 -7.735723173E-004 -1.240341163E-003  3.983837796E+000  3.982268661E+000 
 8.007700000E-001 -7.620228892E-004 -1.263650518E-003  3.983836732E+000  3.982269685E+000 
 8.007710000E-001 -7.523492940E-004 -1.286933227E-003  3.983835646E+000  3.982270716E+000 
 8.007720000E-001 -7.446341321E-004 -1.310191067E-003  3.983834538E+000  3.982271753E+000 
 8.007730000E-001 -7.389635570E-004 -1.332905342E-003  3.983833402E+000  3.982272795E+000 
 8.007740000E-001 -7.332841001E-004 -1.353573253E-003  3.983832249E+000  3.982273842E+000 
 8.007750000E-001 -7.275939851E-004 -1.372747249E-003  3.983831084E+000  3.982274892E+000 
 8.007760000E-001 -7.218901033E-004 -1.389981463E-003  3.983829903E+000  3.982275946E+000 
 8.007770000E-001 -7.161720106E-004 -1.405346950E-003  3.983828709E+000  3.982277006E+000 
 8.007780000E-001 -7.104392630E-004 -1.418918316E-003  3.983827504E+000  3.982278070E+000 
 8.007790000E-001 -7.046927486E-004 -1.430775498E-003  3.983826289E+000  3.982279138E+000 
 8.007800000E-001 -6.989324675E-004 -1.440994879E-003  3.983825065E+000  3.982280212E+000 
 8.007810000E-001 -6.931584196E-004 -1.449647513E-003  3.983823835E+000  3.982281290E+000 
 8.007820000E-001 -6.873710490E-004 -1.456816889E-003  3.983822600E+000  3.982282373E+000 
 8.007830000E-001 -6.815703557E-004 -1.462575838E-003  3.983821361E+000  3.982283460E+000 
 8.007840000E-001 -6.757558957E-004 -1.467007849E-003  3.983820119E+000  3.982284553E+000 
 8.007850000E-001 -6.699285571E-004 -1.470187527E-003  3.983818876E+000  3.982285650E+000 
 8.007860000E-001 -6.640874517E-004 -1.472193034E-003  3.983817633E+000  3.982286752E+000 
 8.007870000E-001 -6.582339118E-004 -1.473107858E-003  3.983816391E+000  3.982287858E+000 
 8.007880000E-001 -6.523674934E-004 -1.473008382E-003  3.983815151E+000  3.982288970E+000 
 8.007890000E-001 -6.464877522E-004 -1.471978095E-003  3.983813913E+000  3.982290086E+000 
 8.007900000E-001 -6.405960207E-004 -1.470091604E-003  3.983812679E+000  3.982291207E+000 
 8.007910000E-001 -6.346918546E-004 -1.467434174E-003  3.983811449E+000  3.982292332E+000 
 8.007920000E-001 -6.287748100E-004 -1.464083965E-003  3.983810225E+000  3.982293463E+000 
 8.007930000E-001 -6.228453309E-004 -1.460120913E-003  3.983809005E+000  3.982294598E+000 
 8.007940000E-001 -6.169043054E-004 -1.455628507E-003  3.983807792E+000  3.982295738E+000 
 8.007950000E-001 -6.109508455E-004 -1.450686682E-003  3.983806585E+000  3.982296883E+000 
 8.007960000E-001 -6.049853951E-004 -1.445371822E-003  3.983805385E+000  3.982298033E+000 
 8.007970000E-001 -5.990079543E-004 -1.439772745E-003  3.983804191E+000  3.982299188E+000 
 8.007980000E-001 -5.930189673E-004 -1.433962282E-003  3.983803005E+000  3.982300347E+000 
 8.007990000E-001 -5.870184339E-004 -1.428027474E-003  3.983801826E+000  3.982301512E+000 
 8.008000000E-001 -5.810063541E-004 -1.422044704E-003  3.983800654E+000  3.982302681E+000 
 8.008010000E-001 -5.749831722E-004 -1.416093909E-003  3.983799489E+000  3.982303855E+000 
 8.008020000E-001 -5.689488880E-004 -1.410260353E-003  3.983798332E+000  3.982305034E+000 
 8.008030000E-001 -5.629030575E-004 -1.404618644E-003  3.983797180E+000  3.982306218E+000 
 8.008040000E-001 -5.568461248E-004 -1.399252270E-003  3.983796036E+000  3.982307406E+000 
 8.008050000E-001 -5.507789780E-004 -1.394239391E-003  3.983794897E+000  3.982308600E+000 
 8.008060000E-001 -5.447011731E-004 -1.389658166E-003  3.983793764E+000  3.982309798E+000 
 8.008070000E-001 -5.386122659E-004 -1.385588533E-003  3.983792635E+000  3.982311002E+000 
 8.008080000E-001 -5.325131447E-004 -1.382108650E-003  3.983791511E+000  3.982312210E+000 
 8.008090000E-001 -5.264033653E-004 -1.379294901E-003  3.983790391E+000  3.982313423E+000 
 8.008100000E-001 -5.202833719E-004 -1.377230774E-003  3.983789274E+000  3.982314641E+000 
 8.008110000E-001 -5.141531645E-004 -1.375987324E-003  3.983788158E+000  3.982315864E+000 
 8.008120000E-001 -5.080131871E-004 -1.375642711E-003  3.983787043E+000  3.982317092E+000 
 8.008130000E-001 -5.018634397E-004 -1.376273318E-003  3.983785929E+000  3.982318325E+000 
 8.008140000E-001 -4.957039224E-004 -1.377957304E-003  3.983784813E+000  3.982319563E+000 
 8.008150000E-001 -4.895346351E-004 -1.380765724E-003  3.983783695E+000  3.982320805E+000 
 8.008160000E-001 -4.833560219E-004 -1.384774961E-003  3.983782574E+000  3.982322053E+000 
 8.008170000E-001 -4.771676387E-004 -1.390059623E-003  3.983781447E+000  3.982323306E+000 
 8.008180000E-001 -4.709703738E-004 -1.396690763E-003  3.983780315E+000  3.982324563E+000 
 8.008190000E-001 -4.647637830E-004 -1.404741212E-003  3.983779175E+000  3.982325826E+000 
 8.008200000E-001 -4.585483104E-004 -1.414283801E-003  3.983778026E+000  3.982327093E+000 
 8.008210000E-001 -4.523239561E-004 -1.425386031E-003  3.983776866E+000  3.982328366E+000 
 8.008220000E-001 -4.460911640E-004 -1.438120734E-003  3.983775694E+000  3.982329643E+000 
 8.008230000E-001 -4.398490461E-004 -1.452558962E-003  3.983774507E+000  3.982330926E+000 
 8.008240000E-001 -4.335989345E-004 -1.468766442E-003  3.983773305E+000  3.982332213E+000 
 8.008250000E-001 -4.273399412E-004 -1.486808898E-003  3.983772085E+000  3.982333505E+000 
 8.008260000E-001 -4.210729543E-004 -1.506753833E-003  3.983770845E+000  3.982334803E+000 
 8.008270000E-001 -4.147979737E-004 -1.528670523E-003  3.983769583E+000  3.982336105E+000 
 8.008280000E-001 -4.078639648E-004 -1.552530549E-003  3.983768292E+000  3.982337415E+000 
 8.008290000E-001 -3.989311104E-004 -1.576301756E-003  3.983766979E+000  3.982338733E+000 
 8.008300000E-001 -3.885545219E-004 -1.600051647E-003  3.983765649E+000  3.982340060E+000 
 8.008310000E-001 -3.763136469E-004 -1.623766011E-003  3.983764296E+000  3.982341399E+000 
 8.008320000E-001 -3.623013001E-004 -1.647450176E-003  3.983762922E+000  3.982342751E+000 
 8.008330000E-001 -3.466107401E-004 -1.671102368E-003  3.983761525E+000  3.982344118E+000 
 8.008340000E-001 -3.293361139E-004 -1.694719032E-003  3.983760106E+000  3.982345502E+000 
 8.008350000E-001 -3.105720126E-004 -1.718303722E-003  3.983758664E+000  3.982346904E+000 
 8.008360000E-001 -2.904130270E-004 -1.741851108E-003  3.983757201E+000  3.982348326E+000 
 8.008370000E-001 -2.689541923E-004 -1.765366520E-003  3.983755715E+000  3.982349768E+000 
 8.008380000E-001 -2.462914317E-004 -1.788846404E-003  3.983754208E+000  3.982351232E+000 
 8.008390000E-001 -2.225202245E-004 -1.812288986E-003  3.983752678E+000  3.982352719E+000 
 8.008400000E-001 -1.977369379E-004 -1.835694263E-003  3.983751127E+000  3.982354230E+000 
 8.008410000E-001 -1.720379394E-004 -1.859065790E-003  3.983749554E+000  3.982355766E+000 
 8.008420000E-001 -1.455195964E-004 -1.882400014E-003  3.983747959E+000  3.982357327E+000 
 8.008430000E-001 -1.182787202E-004 -1.905693381E-003  3.983746343E+000  3.982358914E+000 
 8.008440000E-001 -9.041256632E-005 -1.928951221E-003  3.983744705E+000  3.982360527E+000 
 8.008450000E-001 -6.201705816E-005 -1.952171758E-003  3.983743045E+000  3.982362168E+000 
 8.008460000E-001 -3.318945119E-005 -1.975351438E-003  3.983741364E+000  3.982363836E+000 
 8.008470000E-001 -4.027000955E-006 -1.998490262E-003  3.983739661E+000  3.982365531E+000 
 8.008480000E-001  2.537348109E-005 -2.021590007E-003  3.983737937E+000  3.982367255E+000 
 8.008490000E-001  5.491562760E-005 -2.044648895E-003  3.983736191E+000  3.982369006E+000 
 8.008500000E-001  8.450351530E-005 -2.067668703E-003  3.983734425E+000  3.982370786E+000 
 8.008510000E-001  1.140398886E-004 -2.090645879E-003  3.983732637E+000  3.982372593E+000 
 8.008520000E-001  1.434283803E-004 -2.113582198E-003  3.983730828E+000  3.982374427E+000 
 8.008530000E-001  1.725739551E-004 -2.136475885E-003  3.983728998E+000  3.982376289E+000 
 8.008540000E-001  2.013802458E-004 -2.159325163E-003  3.983727147E+000  3.982378178E+000 
 8.008550000E-001  2.297526613E-004 -2.182133585E-003  3.983725274E+000  3.982380093E+000 
 8.008560000E-001  2.575957225E-004 -2.204897598E-003  3.983723382E+000  3.982382033E+000 
 8.008570000E-001  2.848161706E-004 -2.227615425E-003  3.983721468E+000  3.982383999E+000 
 8.008580000E-001  3.113180824E-004 -2.250290621E-003  3.983719533E+000  3.982385989E+000 
 8.008590000E-001  3.370095314E-004 -2.272921407E-003  3.983717578E+000  3.982388002E+000 
 8.008600000E-001  3.617968147E-004 -2.295506007E-003  3.983715602E+000  3.982390037E+000 
 8.008610000E-001  3.855880060E-004 -2.318044423E-003  3.983713606E+000  3.982392094E+000 
 8.008620000E-001  4.082911786E-004 -2.340536653E-003  3.983711589E+000  3.982394170E+000 
 8.008630000E-001  4.298148504E-004 -2.362980922E-003  3.983709552E+000  3.982396266E+000 
 8.008640000E-001  4.500693151E-004 -2.385380782E-003  3.983707494E+000  3.982398379E+000 
 8.008650000E-001  4.689639788E-004 -2.407729127E-003  3.983705416E+000  3.982400509E+000 
