   Time             Iac2              Iac1              Vac1              Vac2            
 8.002880000E-001 -3.993631204E-003  1.982185083E-003  3.982997248E+000  3.983129498E+000 
 8.002890000E-001 -4.007967735E-003  1.998211374E-003  3.983000307E+000  3.983126401E+000 
 8.002900000E-001 -4.022223443E-003  2.015170253E-003  3.983003381E+000  3.983123292E+000 
 8.002910000E-001 -4.036398771E-003  2.032971125E-003  3.983006470E+000  3.983120173E+000 
 8.002920000E-001 -4.050492830E-003  2.051519843E-003  3.983009574E+000  3.983117042E+000 
 8.002930000E-001 -4.064506065E-003  2.070725813E-003  3.983012696E+000  3.983113901E+000 
 8.002940000E-001 -4.078438032E-003  2.090498441E-003  3.983015834E+000  3.983110749E+000 
 8.002950000E-001 -4.092288286E-003  2.110747133E-003  3.983018989E+000  3.983107587E+000 
 8.002960000E-001 -4.106055940E-003  2.131377741E-003  3.983022162E+000  3.983104413E+000 
 8.002970000E-001 -4.119742325E-003  2.152301448E-003  3.983025353E+000  3.983101230E+000 
 8.002980000E-001 -4.133345222E-003  2.173425884E-003  3.983028562E+000  3.983098036E+000 
 8.002990000E-001 -4.146865962E-003  2.194660453E-003  3.983031789E+000  3.983094831E+000 
 8.003000000E-001 -4.160303213E-003  2.215912787E-003  3.983035034E+000  3.983091617E+000 
 8.003010000E-001 -4.173656976E-003  2.237090513E-003  3.983038297E+000  3.983088392E+000 
 8.003020000E-001 -4.186927693E-003  2.258108367E-003  3.983041578E+000  3.983085157E+000 
 8.003030000E-001 -4.200114034E-003  2.278870426E-003  3.983044876E+000  3.983081913E+000 
 8.003040000E-001 -4.213215998E-003  2.299289648E-003  3.983048191E+000  3.983078658E+000 
 8.003050000E-001 -4.226234029E-003  2.319275438E-003  3.983051523E+000  3.983075394E+000 
 8.003060000E-001 -4.239167239E-003  2.338737204E-003  3.983054870E+000  3.983072121E+000 
 8.003070000E-001 -4.252015628E-003  2.357587903E-003  3.983058233E+000  3.983068837E+000 
 8.003080000E-001 -4.264778752E-003  2.375738717E-003  3.983061610E+000  3.983065544E+000 
 8.003090000E-001 -4.277456167E-003  2.393100829E-003  3.983065001E+000  3.983062242E+000 
 8.003100000E-001 -4.290047873E-003  2.409587196E-003  3.983068404E+000  3.983058931E+000 
 8.003110000E-001 -4.302553869E-003  2.425112555E-003  3.983071819E+000  3.983055610E+000 
 8.003120000E-001 -4.314973268E-003  2.439588087E-003  3.983075245E+000  3.983052281E+000 
 8.003130000E-001 -4.327306513E-003  2.452928527E-003  3.983078680E+000  3.983048942E+000 
 8.003140000E-001 -4.339552717E-003  2.465048610E-003  3.983082123E+000  3.983045595E+000 
 8.003150000E-001 -4.351712768E-003  2.475864846E-003  3.983085572E+000  3.983042239E+000 
 8.003160000E-001 -4.363784889E-003  2.485293749E-003  3.983089027E+000  3.983038874E+000 
 8.003170000E-001 -4.375769525E-003  2.493251827E-003  3.983092486E+000  3.983035500E+000 
 8.003180000E-001 -4.387666674E-003  2.499657370E-003  3.983095947E+000  3.983032118E+000 
 8.003190000E-001 -4.399475895E-003  2.504428664E-003  3.983099409E+000  3.983028728E+000 
 8.003200000E-001 -4.411197185E-003  2.507485775E-003  3.983102869E+000  3.983025329E+000 
 8.003210000E-001 -4.422829658E-003  2.508748764E-003  3.983106326E+000  3.983021922E+000 
 8.003220000E-001 -4.434373313E-003  2.508141250E-003  3.983109778E+000  3.983018507E+000 
 8.003230000E-001 -4.445828594E-003  2.505581520E-003  3.983113223E+000  3.983015084E+000 
 8.003240000E-001 -4.457194613E-003  2.500998519E-003  3.983116659E+000  3.983011654E+000 
 8.003250000E-001 -4.468027281E-003  2.494255469E-003  3.983120082E+000  3.983008214E+000 
 8.003260000E-001 -4.476758075E-003  2.487409390E-003  3.983123494E+000  3.983004770E+000 
 8.003270000E-001 -4.483961646E-003  2.480524230E-003  3.983126898E+000  3.983001325E+000 
 8.003280000E-001 -4.489181915E-003  2.473589333E-003  3.983130292E+000  3.982997879E+000 
 8.003290000E-001 -4.492501926E-003  2.466604698E-003  3.983133675E+000  3.982994434E+000 
 8.003300000E-001 -4.494004280E-003  2.459570325E-003  3.983137048E+000  3.982990992E+000 
 8.003310000E-001 -4.493772465E-003  2.452486214E-003  3.983140411E+000  3.982987554E+000 
 8.003320000E-001 -4.491890415E-003  2.445352365E-003  3.983143763E+000  3.982984123E+000 
 8.003330000E-001 -4.488442507E-003  2.438170554E-003  3.983147104E+000  3.982980699E+000 
 8.003340000E-001 -4.483514005E-003  2.430939006E-003  3.983150435E+000  3.982977284E+000 
 8.003350000E-001 -4.477190174E-003  2.423657719E-003  3.983153755E+000  3.982973880E+000 
 8.003360000E-001 -4.469557169E-003  2.416326694E-003  3.983157065E+000  3.982970487E+000 
 8.003370000E-001 -4.460701586E-003  2.408947708E-003  3.983160364E+000  3.982967108E+000 
 8.003380000E-001 -4.450709579E-003  2.401520760E-003  3.983163652E+000  3.982963742E+000 
 8.003390000E-001 -4.439668633E-003  2.394044074E-003  3.983166929E+000  3.982960391E+000 
 8.003400000E-001 -4.427665345E-003  2.386521203E-003  3.983170195E+000  3.982957056E+000 
 8.003410000E-001 -4.414787647E-003  2.378946817E-003  3.983173451E+000  3.982953738E+000 
 8.003420000E-001 -4.401123022E-003  2.371326246E-003  3.983176696E+000  3.982950437E+000 
 8.003430000E-001 -4.386759844E-003  2.363657714E-003  3.983179929E+000  3.982947154E+000 
 8.003440000E-001 -4.371785600E-003  2.355941220E-003  3.983183152E+000  3.982943890E+000 
 8.003450000E-001 -4.356288219E-003  2.348176764E-003  3.983186364E+000  3.982940644E+000 
 8.003460000E-001 -4.340356075E-003  2.340366123E-003  3.983189564E+000  3.982937418E+000 
 8.003470000E-001 -4.324077540E-003  2.332507520E-003  3.983192754E+000  3.982934212E+000 
 8.003480000E-001 -4.307540991E-003  2.324600956E-003  3.983195933E+000  3.982931026E+000 
 8.003490000E-001 -4.290833466E-003  2.316648207E-003  3.983199100E+000  3.982927859E+000 
 8.003500000E-001 -4.274044230E-003  2.308649272E-003  3.983202256E+000  3.982924713E+000 
 8.003510000E-001 -4.257260322E-003  2.300602375E-003  3.983205401E+000  3.982921586E+000 
 8.003520000E-001 -4.240569673E-003  2.292511070E-003  3.983208534E+000  3.982918480E+000 
 8.003530000E-001 -4.224059325E-003  2.284371803E-003  3.983211657E+000  3.982915393E+000 
 8.003540000E-001 -4.207817650E-003  2.276186351E-003  3.983214768E+000  3.982912325E+000 
 8.003550000E-001 -4.191930358E-003  2.267954713E-003  3.983217867E+000  3.982909276E+000 
 8.003560000E-001 -4.176484492E-003  2.259676890E-003  3.983220956E+000  3.982906245E+000 
 8.003570000E-001 -4.161566647E-003  2.251356435E-003  3.983224032E+000  3.982903232E+000 
 8.003580000E-001 -4.147262977E-003  2.242986241E-003  3.983227098E+000  3.982900235E+000 
 8.003590000E-001 -4.133658305E-003  2.234571639E-003  3.983230152E+000  3.982897255E+000 
 8.003600000E-001 -4.120837893E-003  2.226114404E-003  3.983233194E+000  3.982894291E+000 
 8.003610000E-001 -4.108886564E-003  2.217610984E-003  3.983236225E+000  3.982891341E+000 
 8.003620000E-001 -4.097888251E-003  2.209063155E-003  3.983239244E+000  3.982888404E+000 
 8.003630000E-001 -4.087926442E-003  2.200470917E-003  3.983242251E+000  3.982885480E+000 
 8.003640000E-001 -4.079083737E-003  2.191832493E-003  3.983245247E+000  3.982882567E+000 
 8.003650000E-001 -4.071442739E-003  2.183151437E-003  3.983248231E+000  3.982879664E+000 
 8.003660000E-001 -4.065084713E-003  2.174424196E-003  3.983251203E+000  3.982876770E+000 
 8.003670000E-001 -4.060090930E-003  2.165654323E-003  3.983254164E+000  3.982873883E+000 
 8.003680000E-001 -4.056541325E-003  2.156841816E-003  3.983257113E+000  3.982871001E+000 
 8.003690000E-001 -4.054515390E-003  2.147983125E-003  3.983260050E+000  3.982868124E+000 
 8.003700000E-001 -4.054092617E-003  2.139083577E-003  3.983262975E+000  3.982865249E+000 
 8.003710000E-001 -4.055348946E-003  2.130137844E-003  3.983265888E+000  3.982862375E+000 
 8.003720000E-001 -4.058362979E-003  2.121153031E-003  3.983268789E+000  3.982859500E+000 
 8.003730000E-001 -4.063210213E-003  2.112122033E-003  3.983271679E+000  3.982856622E+000 
 8.003740000E-001 -4.069966142E-003  2.103050178E-003  3.983274556E+000  3.982853740E+000 
 8.003750000E-001 -4.078757776E-003  2.093509366E-003  3.983277423E+000  3.982850851E+000 
 8.003760000E-001 -4.088374084E-003  2.085990047E-003  3.983280275E+000  3.982847953E+000 
 8.003770000E-001 -4.097928663E-003  2.079955763E-003  3.983283123E+000  3.982845049E+000 
 8.003780000E-001 -4.107401086E-003  2.075847050E-003  3.983285964E+000  3.982842139E+000 
 8.003790000E-001 -4.116791352E-003  2.073580418E-003  3.983288801E+000  3.982839223E+000 
 8.003800000E-001 -4.126099462E-003  2.073072380E-003  3.983291635E+000  3.982836300E+000 
 8.003810000E-001 -4.135324527E-003  2.074239447E-003  3.983294469E+000  3.982833371E+000 
 8.003820000E-001 -4.144466992E-003  2.076992800E-003  3.983297303E+000  3.982830436E+000 
 8.003830000E-001 -4.153526412E-003  2.081252504E-003  3.983300140E+000  3.982827495E+000 
 8.003840000E-001 -4.162502343E-003  2.086931516E-003  3.983302980E+000  3.982824547E+000 
 8.003850000E-001 -4.171395673E-003  2.093941021E-003  3.983305825E+000  3.982821594E+000 
 8.003860000E-001 -4.180204627E-003  2.102193974E-003  3.983308676E+000  3.982818635E+000 
 8.003870000E-001 -4.188930092E-003  2.111608666E-003  3.983311534E+000  3.982815670E+000 
 8.003880000E-001 -4.197571624E-003  2.122094500E-003  3.983314400E+000  3.982812700E+000 
 8.003890000E-001 -4.206129223E-003  2.133562660E-003  3.983317276E+000  3.982809724E+000 
 8.003900000E-001 -4.214602445E-003  2.145927880E-003  3.983320161E+000  3.982806742E+000 
 8.003910000E-001 -4.222991290E-003  2.159099566E-003  3.983323057E+000  3.982803755E+000 
 8.003920000E-001 -4.231295314E-003  2.172990676E-003  3.983325965E+000  3.982800763E+000 
 8.003930000E-001 -4.239514961E-003  2.187517723E-003  3.983328884E+000  3.982797766E+000 
 8.003940000E-001 -4.247649787E-003  2.202584781E-003  3.983331816E+000  3.982794764E+000 
 8.003950000E-001 -4.255698904E-003  2.218110140E-003  3.983334760E+000  3.982791756E+000 
 8.003960000E-001 -4.263663200E-003  2.234001428E-003  3.983337718E+000  3.982788744E+000 
 8.003970000E-001 -4.271541787E-003  2.250171605E-003  3.983340689E+000  3.982785727E+000 
 8.003980000E-001 -4.279335553E-003  2.266533627E-003  3.983343674E+000  3.982782705E+000 
 8.003990000E-001 -4.287043165E-003  2.282998679E-003  3.983346672E+000  3.982779678E+000 
 8.004000000E-001 -4.294664624E-003  2.299477941E-003  3.983349684E+000  3.982776647E+000 
 8.004010000E-001 -4.302200374E-003  2.315886150E-003  3.983352709E+000  3.982773612E+000 
 8.004020000E-001 -4.309649970E-003  2.332134486E-003  3.983355747E+000  3.982770572E+000 
 8.004030000E-001 -4.317012969E-003  2.348134132E-003  3.983358798E+000  3.982767528E+000 
 8.004040000E-001 -4.324289815E-003  2.363799823E-003  3.983361862E+000  3.982764479E+000 
 8.004050000E-001 -4.331479619E-003  2.379046293E-003  3.983364937E+000  3.982761427E+000 
 8.004060000E-001 -4.338582826E-003  2.393784726E-003  3.983368024E+000  3.982758370E+000 
 8.004070000E-001 -4.345599436E-003  2.407931632E-003  3.983371122E+000  3.982755310E+000 
 8.004080000E-001 -4.352528560E-003  2.421399969E-003  3.983374229E+000  3.982752245E+000 
 8.004090000E-001 -4.359370642E-003  2.434106250E-003  3.983377346E+000  3.982749177E+000 
 8.004100000E-001 -4.366125239E-003  2.445965208E-003  3.983380472E+000  3.982746106E+000 
 8.004110000E-001 -4.372792795E-003  2.456893355E-003  3.983383604E+000  3.982743030E+000 
 8.004120000E-001 -4.379372420E-003  2.466805427E-003  3.983386743E+000  3.982739952E+000 
 8.004130000E-001 -4.385864116E-003  2.475621486E-003  3.983389887E+000  3.982736870E+000 
 8.004140000E-001 -4.392268327E-003  2.483259820E-003  3.983393035E+000  3.982733784E+000 
 8.004150000E-001 -4.398584608E-003  2.489636941E-003  3.983396186E+000  3.982730696E+000 
 8.004160000E-001 -4.404812515E-003  2.494672913E-003  3.983399337E+000  3.982727604E+000 
 8.004170000E-001 -4.410952492E-003  2.498287799E-003  3.983402489E+000  3.982724510E+000 
 8.004180000E-001 -4.417003652E-003  2.500403440E-003  3.983405639E+000  3.982721412E+000 
 8.004190000E-001 -4.422966882E-003  2.500941676E-003  3.983408785E+000  3.982718312E+000 
 8.004200000E-001 -4.428840850E-003  2.499822571E-003  3.983411926E+000  3.982715208E+000 
 8.004210000E-001 -4.434626888E-003  2.496971518E-003  3.983415061E+000  3.982712103E+000 
 8.004220000E-001 -4.440323220E-003  2.492312134E-003  3.983418186E+000  3.982708994E+000 
 8.004230000E-001 -4.445931623E-003  2.485771589E-003  3.983421301E+000  3.982705884E+000 
 8.004240000E-001 -4.451450319E-003  2.477273497E-003  3.983424404E+000  3.982702770E+000 
 8.004250000E-001 -4.456879310E-003  2.466746807E-003  3.983427492E+000  3.982699655E+000 
 8.004260000E-001 -4.461763847E-003  2.454065395E-003  3.983430559E+000  3.982696538E+000 
 8.004270000E-001 -4.464554060E-003  2.441291613E-003  3.983433610E+000  3.982693422E+000 
 8.004280000E-001 -4.465823711E-003  2.428478751E-003  3.983436649E+000  3.982690309E+000 
 8.004290000E-001 -4.465122494E-003  2.415619704E-003  3.983439673E+000  3.982687201E+000 
 8.004300000E-001 -4.462536562E-003  2.402707366E-003  3.983442680E+000  3.982684099E+000 
 8.004310000E-001 -4.458152514E-003  2.389750620E-003  3.983445671E+000  3.982681006E+000 
 8.004320000E-001 -4.452057389E-003  2.376742358E-003  3.983448647E+000  3.982677923E+000 
 8.004330000E-001 -4.444338231E-003  2.363687912E-003  3.983451606E+000  3.982674852E+000 
 8.004340000E-001 -4.435083412E-003  2.350585504E-003  3.983454549E+000  3.982671793E+000 
 8.004350000E-001 -4.424382638E-003  2.337436911E-003  3.983457476E+000  3.982668749E+000 
 8.004360000E-001 -4.412323840E-003  2.324238579E-003  3.983460387E+000  3.982665721E+000 
 8.004370000E-001 -4.398997167E-003  2.310995839E-003  3.983463282E+000  3.982662710E+000 
 8.004380000E-001 -4.384492325E-003  2.297703361E-003  3.983466160E+000  3.982659717E+000 
 8.004390000E-001 -4.368899020E-003  2.284366474E-003  3.983469022E+000  3.982656743E+000 
 8.004400000E-001 -4.352308736E-003  2.270983401E-003  3.983471868E+000  3.982653789E+000 
 8.004410000E-001 -4.334811177E-003  2.257554144E-003  3.983474698E+000  3.982650857E+000 
 8.004420000E-001 -4.316497382E-003  2.244080477E-003  3.983477511E+000  3.982647945E+000 
 8.004430000E-001 -4.297459277E-003  2.230560625E-003  3.983480308E+000  3.982645056E+000 
 8.004440000E-001 -4.277787014E-003  2.216994588E-003  3.983483089E+000  3.982642190E+000 
 8.004450000E-001 -4.257572961E-003  2.203385918E-003  3.983485853E+000  3.982639348E+000 
 8.004460000E-001 -4.236907269E-003  2.189731063E-003  3.983488601E+000  3.982636529E+000 
 8.004470000E-001 -4.215882310E-003  2.176031799E-003  3.983491332E+000  3.982633734E+000 
 8.004480000E-001 -4.194589120E-003  2.162289903E-003  3.983494047E+000  3.982630963E+000 
 8.004490000E-001 -4.173119628E-003  2.148503597E-003  3.983496745E+000  3.982628217E+000 
 8.004500000E-001 -4.151563981E-003  2.134674659E-003  3.983499427E+000  3.982625495E+000 
 8.004510000E-001 -4.130013664E-003  2.120801312E-003  3.983502092E+000  3.982622797E+000 
 8.004520000E-001 -4.108559715E-003  2.106887109E-003  3.983504740E+000  3.982620124E+000 
 8.004530000E-001 -4.087292726E-003  2.092928497E-003  3.983507372E+000  3.982617474E+000 
 8.004540000E-001 -4.066303294E-003  2.078929029E-003  3.983509987E+000  3.982614848E+000 
 8.004550000E-001 -4.045682012E-003  2.064886928E-003  3.983512586E+000  3.982612245E+000 
 8.004560000E-001 -4.025517697E-003  2.050802195E-003  3.983515167E+000  3.982609664E+000 
 8.004570000E-001 -4.005900056E-003  2.036676605E-003  3.983517732E+000  3.982607106E+000 
 8.004580000E-001 -3.986918795E-003  2.022510159E-003  3.983520281E+000  3.982604568E+000 
 8.004590000E-001 -3.968661844E-003  2.008302857E-003  3.983522812E+000  3.982602051E+000 
 8.004600000E-001 -3.951218019E-003  1.994054699E-003  3.983525327E+000  3.982599554E+000 
 8.004610000E-001 -3.934673920E-003  1.979767461E-003  3.983527825E+000  3.982597075E+000 
 8.004620000E-001 -3.919117919E-003  1.965439367E-003  3.983530306E+000  3.982594614E+000 
 8.004630000E-001 -3.904635726E-003  1.951072193E-003  3.983532770E+000  3.982592169E+000 
 8.004640000E-001 -3.891313938E-003  1.936662386E-003  3.983535217E+000  3.982589739E+000 
 8.004650000E-001 -3.879236932E-003  1.922215276E-003  3.983537648E+000  3.982587323E+000 
 8.004660000E-001 -3.868489529E-003  1.907732639E-003  3.983540061E+000  3.982584920E+000 
 8.004670000E-001 -3.859156550E-003  1.893207369E-003  3.983542457E+000  3.982582528E+000 
 8.004680000E-001 -3.851319708E-003  1.878644795E-003  3.983544837E+000  3.982580145E+000 
 8.004690000E-001 -3.845062491E-003  1.864046695E-003  3.983547199E+000  3.982577770E+000 
 8.004700000E-001 -3.840465723E-003  1.849407738E-003  3.983549545E+000  3.982575401E+000 
 8.004710000E-001 -3.837610230E-003  1.834733254E-003  3.983551873E+000  3.982573037E+000 
 8.004720000E-001 -3.836575946E-003  1.820021467E-003  3.983554184E+000  3.982570675E+000 
 8.004730000E-001 -3.837441032E-003  1.805272376E-003  3.983556479E+000  3.982568314E+000 
 8.004740000E-001 -3.840284091E-003  1.790485982E-003  3.983558756E+000  3.982565951E+000 
 8.004750000E-001 -3.844113472E-003  1.777188174E-003  3.983561014E+000  3.982563586E+000 
 8.004760000E-001 -3.847857588E-003  1.765872781E-003  3.983563260E+000  3.982561219E+000 
 8.004770000E-001 -3.851543973E-003  1.755989132E-003  3.983565498E+000  3.982558852E+000 
 8.004780000E-001 -3.855153530E-003  1.747968881E-003  3.983567727E+000  3.982556483E+000 
 8.004790000E-001 -3.858685815E-003  1.741724986E-003  3.983569949E+000  3.982554113E+000 
 8.004800000E-001 -3.862140829E-003  1.737182842E-003  3.983572164E+000  3.982551743E+000 
 8.004810000E-001 -3.865518572E-003  1.734257182E-003  3.983574375E+000  3.982549371E+000 
 8.004820000E-001 -3.868818599E-003  1.732869848E-003  3.983576583E+000  3.982546998E+000 
 8.004830000E-001 -3.872041798E-003  1.732933796E-003  3.983578790E+000  3.982544625E+000 
 8.004840000E-001 -3.875186838E-003  1.734370869E-003  3.983580997E+000  3.982542250E+000 
 8.004850000E-001 -3.878254606E-003  1.737094024E-003  3.983583205E+000  3.982539875E+000 
 8.004860000E-001 -3.881244659E-003  1.741023326E-003  3.983585415E+000  3.982537500E+000 
 8.004870000E-001 -3.884157440E-003  1.746071732E-003  3.983587629E+000  3.982535124E+000 
 8.004880000E-001 -3.886992062E-003  1.752157530E-003  3.983589847E+000  3.982532748E+000 
 8.004890000E-001 -3.889748967E-003  1.759195456E-003  3.983592070E+000  3.982530371E+000 
 8.004900000E-001 -3.892428158E-003  1.767100244E-003  3.983594300E+000  3.982527994E+000 
 8.004910000E-001 -3.895029188E-003  1.775790182E-003  3.983596536E+000  3.982525617E+000 
 8.004920000E-001 -3.897552503E-003  1.785174675E-003  3.983598780E+000  3.982523239E+000 
 8.004930000E-001 -3.899997658E-003  1.795175564E-003  3.983601032E+000  3.982520862E+000 
 8.004940000E-001 -3.902364210E-003  1.805704031E-003  3.983603292E+000  3.982518485E+000 
 8.004950000E-001 -3.904653489E-003  1.816673034E-003  3.983605562E+000  3.982516108E+000 
 8.004960000E-001 -3.906864166E-003  1.828000862E-003  3.983607840E+000  3.982513731E+000 
 8.004970000E-001 -3.908996682E-003  1.839602248E-003  3.983610128E+000  3.982511354E+000 
 8.004980000E-001 -3.911051483E-003  1.851390152E-003  3.983612426E+000  3.982508978E+000 
 8.004990000E-001 -3.913027236E-003  1.863282861E-003  3.983614733E+000  3.982506602E+000 
 8.005000000E-001 -3.914924829E-003  1.875191558E-003  3.983617050E+000  3.982504227E+000 
 8.005010000E-001 -3.916744262E-003  1.887036305E-003  3.983619377E+000  3.982501852E+000 
 8.005020000E-001 -3.918485536E-003  1.898728286E-003  3.983621713E+000  3.982499478E+000 
 8.005030000E-001 -3.920147762E-003  1.910185787E-003  3.983624057E+000  3.982497104E+000 
 8.005040000E-001 -3.921731384E-003  1.921325321E-003  3.983626411E+000  3.982494732E+000 
 8.005050000E-001 -3.923237291E-003  1.932061622E-003  3.983628772E+000  3.982492360E+000 
 8.005060000E-001 -3.924664149E-003  1.942312977E-003  3.983631142E+000  3.982489990E+000 
 8.005070000E-001 -3.926012404E-003  1.951997675E-003  3.983633518E+000  3.982487620E+000 
 8.005080000E-001 -3.927282499E-003  1.961030449E-003  3.983635901E+000  3.982485252E+000 
 8.005090000E-001 -3.928473546E-003  1.969331365E-003  3.983638289E+000  3.982482884E+000 
 8.005100000E-001 -3.929586434E-003  1.976818709E-003  3.983640682E+000  3.982480518E+000 
 8.005110000E-001 -3.930620274E-003  1.983410769E-003  3.983643078E+000  3.982478154E+000 
 8.005120000E-001 -3.931575510E-003  1.989031162E-003  3.983645478E+000  3.982475791E+000 
 8.005130000E-001 -3.932452142E-003  1.993591070E-003  3.983647879E+000  3.982473429E+000 
 8.005140000E-001 -3.933250170E-003  1.997022991E-003  3.983650280E+000  3.982471069E+000 
 8.005150000E-001 -3.933969150E-003  1.999238108E-003  3.983652681E+000  3.982468711E+000 
 8.005160000E-001 -3.934609527E-003  2.000165367E-003  3.983655080E+000  3.982466354E+000 
 8.005170000E-001 -3.935170856E-003  1.999724830E-003  3.983657475E+000  3.982464000E+000 
 8.005180000E-001 -3.935654025E-003  1.997840116E-003  3.983659865E+000  3.982461647E+000 
 8.005190000E-001 -3.936058146E-003  1.994436616E-003  3.983662248E+000  3.982459296E+000 
 8.005200000E-001 -3.936383219E-003  1.989441500E-003  3.983664624E+000  3.982456947E+000 
 8.005210000E-001 -3.936629689E-003  1.982774833E-003  3.983666989E+000  3.982454601E+000 
 8.005220000E-001 -3.936797111E-003  1.974370889E-003  3.983669343E+000  3.982452256E+000 
 8.005230000E-001 -3.936885928E-003  1.964149732E-003  3.983671683E+000  3.982449914E+000 
 8.005240000E-001 -3.936896142E-003  1.952047413E-003  3.983674008E+000  3.982447574E+000 
 8.005250000E-001 -3.936826865E-003  1.937991101E-003  3.983676316E+000  3.982445237E+000 
 8.005260000E-001 -3.936679427E-003  1.921909742E-003  3.983678604E+000  3.982442902E+000 
 8.005270000E-001 -3.935814785E-003  1.903783797E-003  3.983680865E+000  3.982440572E+000 
 8.005280000E-001 -3.932886017E-003  1.885666734E-003  3.983683106E+000  3.982438248E+000 
 8.005290000E-001 -3.928459780E-003  1.867523025E-003  3.983685332E+000  3.982435931E+000 
 8.005300000E-001 -3.922095981E-003  1.849342013E-003  3.983687538E+000  3.982433623E+000 
 8.005310000E-001 -3.913883884E-003  1.831121921E-003  3.983689723E+000  3.982431327E+000 
 8.005320000E-001 -3.903912749E-003  1.812864525E-003  3.983691887E+000  3.982429043E+000 
 8.005330000E-001 -3.892274503E-003  1.794569826E-003  3.983694032E+000  3.982426775E+000 
 8.005340000E-001 -3.879059296E-003  1.776241376E-003  3.983696155E+000  3.982424523E+000 
 8.005350000E-001 -3.864358167E-003  1.757875623E-003  3.983698258E+000  3.982422288E+000 
 8.005360000E-001 -3.848263486E-003  1.739476119E-003  3.983700341E+000  3.982420073E+000 
 8.005370000E-001 -3.830868067E-003  1.721039311E-003  3.983702403E+000  3.982417878E+000 
 8.005380000E-001 -3.812264282E-003  1.702568753E-003  3.983704444E+000  3.982415704E+000 
 8.005390000E-001 -3.792544501E-003  1.684062667E-003  3.983706465E+000  3.982413553E+000 
 8.005400000E-001 -3.771803758E-003  1.665524607E-003  3.983708465E+000  3.982411425E+000 
 8.005410000E-001 -3.750133981E-003  1.646952796E-003  3.983710445E+000  3.982409321E+000 
 8.005420000E-001 -3.727629316E-003  1.628345458E-003  3.983712404E+000  3.982407243E+000 
 8.005430000E-001 -3.704384799E-003  1.609706146E-003  3.983714343E+000  3.982405190E+000 
 8.005440000E-001 -3.680493244E-003  1.591034859E-003  3.983716261E+000  3.982403163E+000 
 8.005450000E-001 -3.656048797E-003  1.572331598E-003  3.983718158E+000  3.982401164E+000 
 8.005460000E-001 -3.631146939E-003  1.553594586E-003  3.983720034E+000  3.982399191E+000 
 8.005470000E-001 -3.605881371E-003  1.534827376E-003  3.983721890E+000  3.982397246E+000 
 8.005480000E-001 -3.580345798E-003  1.516029968E-003  3.983723725E+000  3.982395328E+000 
 8.005490000E-001 -3.554634809E-003  1.497202362E-003  3.983725540E+000  3.982393438E+000 
 8.005500000E-001 -3.528842552E-003  1.478342782E-003  3.983727334E+000  3.982391576E+000 
 8.005510000E-001 -3.503062285E-003  1.459453003E-003  3.983729107E+000  3.982389742E+000 
 8.005520000E-001 -3.477389043E-003  1.440534803E-003  3.983730859E+000  3.982387935E+000 
 8.005530000E-001 -3.451915198E-003  1.421588181E-003  3.983732591E+000  3.982386155E+000 
 8.005540000E-001 -3.426734008E-003  1.402611360E-003  3.983734302E+000  3.982384402E+000 
 8.005550000E-001 -3.401939175E-003  1.383606119E-003  3.983735992E+000  3.982382675E+000 
 8.005560000E-001 -3.377622182E-003  1.364574231E-003  3.983737661E+000  3.982380974E+000 
 8.005570000E-001 -3.353876732E-003  1.345513923E-003  3.983739310E+000  3.982379299E+000 
 8.005580000E-001 -3.330793419E-003  1.326425192E-003  3.983740938E+000  3.982377647E+000 
 8.005590000E-001 -3.308463725E-003  1.307313369E-003  3.983742545E+000  3.982376020E+000 
 8.005600000E-001 -3.286978689E-003  1.288173124E-003  3.983744132E+000  3.982374415E+000 
 8.005610000E-001 -3.266428905E-003  1.269006233E-003  3.983745697E+000  3.982372832E+000 
 8.005620000E-001 -3.246903635E-003  1.249812698E-003  3.983747242E+000  3.982371269E+000 
 8.005630000E-001 -3.228492140E-003  1.230594293E-003  3.983748766E+000  3.982369726E+000 
 8.005640000E-001 -3.211283239E-003  1.211352796E-003  3.983750270E+000  3.982368201E+000 
 8.005650000E-001 -3.195364418E-003  1.192084653E-003  3.983751752E+000  3.982366693E+000 
 8.005660000E-001 -3.180823160E-003  1.172793418E-003  3.983753214E+000  3.982365200E+000 
 8.005670000E-001 -3.167745177E-003  1.153479090E-003  3.983754655E+000  3.982363721E+000 
 8.005680000E-001 -3.156217065E-003  1.134139893E-003  3.983756075E+000  3.982362254E+000 
 8.005690000E-001 -3.146322758E-003  1.114779380E-003  3.983757474E+000  3.982360798E+000 
 8.005700000E-001 -3.138146631E-003  1.095393998E-003  3.983758852E+000  3.982359350E+000 
 8.005710000E-001 -3.131771287E-003  1.075987299E-003  3.983760210E+000  3.982357910E+000 
 8.005720000E-001 -3.127279324E-003  1.056559285E-003  3.983761547E+000  3.982356474E+000 
 8.005730000E-001 -3.124751569E-003  1.037109953E-003  3.983762863E+000  3.982355042E+000 
 8.005740000E-001 -3.123751924E-003  1.018758411E-003  3.983764154E+000  3.982353612E+000 
 8.005750000E-001 -3.122566206E-003  1.002410599E-003  3.983765430E+000  3.982352184E+000 
 8.005760000E-001 -3.121333858E-003  9.875193996E-004  3.983766694E+000  3.982350759E+000 
 8.005770000E-001 -3.120039338E-003  9.745182439E-004  3.983767946E+000  3.982349336E+000 
 8.005780000E-001 -3.118682201E-003  9.633289721E-004  3.983769186E+000  3.982347916E+000 
